rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect4b_rbd;nalu_mate4b_rbd;prom_lect4b_rbd;prom_mate4b_rbd;dif_lect4b_rbd;dif_mate4b_rbd;difgru_lect4b_rbd;difgru_mate4b_rbd;sigdif_lect4b_rbd;sigdif_mate4b_rbd;siggru_lect4b_rbd;siggru_mate4b_rbd;marca_lect4b_rbd;marca_mate4b_rbd;marcadif_lect4b_rbd;marcadif_mate4b_rbd;palu_eda_ins_lect4b_rbd;palu_eda_ele_lect4b_rbd;palu_eda_ade_lect4b_rbd;palu_eda_ins_mate4b_rbd;palu_eda_ele_mate4b_rbd;palu_eda_ade_mate4b_rbd;noaplica;fecha_bbdd;codigo_bbdd;grado;agno
2099;0;COLEGIO STO. DOMINGO HELEN LEE LASSEN;5;DE VALPARAÍSO;56;SAN ANTONIO;5606;SANTO DOMINGO;54;San Antonio;3;2;3;1;27;29;307;275;33;4;37;19;1;0;1;1;;;;;11.1;18.5;70.4;24.1;48.3;27.6;0;20240418;final20240418v1;4b;2023
5016;4;COLEGIO PARTICULAR IGNACIO CARRERA PINTO;8;DEL BIOBÍO;81;CONCEPCIÓN;8102;CORONEL;83;Concepcion;3;2;2;1;69;72;264;248;20;11;4;1;1;1;0;0;;;;;30.4;43.5;26.1;45.8;40.3;13.9;0;20240418;final20240418v1;4b;2023
7435;7;COLEGIO ALEMAN;10;DE LOS LAGOS;101;LLANQUIHUE;10109;PUERTO VARAS;101;Llanquihue;4;3;5;1;52;53;313;310;-8;0;11;18;0;0;1;1;;;;;1.9;23.1;75.0;1.9;32.1;66.0;0;20240418;final20240418v1;4b;2023
10873;1;LICEO MUNICIPAL SARA TRONCOSO TRONCOSO;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13502;ALHUÉ;135;Talagante;2;1;3;1;53;51;261;251;5;19;-9;-5;0;1;-1;-1;;;;;37.7;28.3;34.0;41.2;41.2;17.6;0;20240418;final20240418v1;4b;2023
1578;4;ESCUELA TTE. JULIO A. ALLENDE OVALLE;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;6;4;2;1;13;13;252;242;3;-22;-8;-5;0;-1;0;0;;;;;53.8;7.7;38.5;53.8;30.8;15.4;0;20240418;final20240418v1;4b;2023
22234;8;COLEGIO SAN VICENTE DE PAUL;10;DE LOS LAGOS;103;OSORNO;10302;PUERTO OCTAY;103;Osorno;3;2;3;1;28;27;271;268;4;4;1;12;0;0;0;1;;;;;17.9;46.4;35.7;22.2;63.0;14.8;0;20240418;final20240418v1;4b;2023
2715;4;ESC.BASICA MERCEDES URZUA DIAZ;6;DEL LIBERTADOR BERNARDO OHIGGINS;62;CARDENAL CARO;6206;PAREDONES;63;Cardenal Caro;2;1;2;1;29;33;267;258;-3;2;7;11;0;0;0;1;;;;;37.9;27.6;34.5;42.4;36.4;21.2;0;20240418;final20240418v1;4b;2023
3213;1;ESCUELA LA TRICHERA;7;DEL MAULE;71;TALCA;7103;CUREPTO;72;Talca;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
3711;7;COLEGIO DE LA PURISIMA CONCEPCION;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;3;1;63;62;287;257;;;;;;;;;3;3;1;1;23.8;23.8;52.4;37.1;38.7;24.2;0;20240418;final20240418v1;4b;2023
5537;9;ESCUELA PARTICULAR REMEHUEICO;9;DE LA ARAUCANÍA;92;MALLECO;9208;PURÉN;91;Malleco;3;2;1;2;6;6;262;231;;;11;-6;;;0;0;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
8740;8;COLEGIO MARIA LUISA VILLALON;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;3;2;4;1;73;74;294;271;7;-15;12;3;0;-1;1;0;;;;;13.7;31.5;54.8;27.0;40.5;32.4;0;20240418;final20240418v1;4b;2023
9736;5;ESCUELA BASICA BERNARDO O´HIGGINS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;2;1;2;1;13;13;279;255;49;58;19;8;1;1;1;0;;;;;38.5;15.4;46.2;53.8;23.1;23.1;0;20240418;final20240418v1;4b;2023
11465;0;COLEGIO LATINOAMERICANO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;2;1;5;5;213;195;;;;;;;;;;;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
1484;2;ESCUELA PARTICULAR INST. SANTA MARIA;5;DE VALPARAÍSO;58;MARGA MARGA;5802;LIMACHE;51;Quillota - Petorca;3;2;4;1;79;80;277;263;-1;-6;-5;-5;0;0;-1;-1;;;;;21.5;27.8;50.6;32.5;46.3;21.3;0;20240418;final20240418v1;4b;2023
817;6;ESCUELA NUEVA ESPERANZA DE PEJERREYES;4;DE COQUIMBO;43;LIMARÍ;4303;MONTE PATRIA;42;Limari;2;1;1;2;3;3;197;227;;;;;;;;;;;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
8219;8;ESCUELA RURAL PINDACO;10;DE LOS LAGOS;102;CHILOÉ;10203;CHONCHI;102;Chiloe;1;1;2;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
12868;6;COLEGIO EBEN EZER;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;21;Antofagasta;3;2;3;1;84;84;270;258;-13;6;0;2;-1;0;0;0;;;;;31.0;26.2;42.9;32.1;50.0;17.9;0;20240418;final20240418v1;4b;2023
22065;5;COLEGIO SAN FRANCISCO DE ASIS;10;DE LOS LAGOS;102;CHILOÉ;10201;CASTRO;102;Chiloe;3;2;4;1;90;88;284;273;6;2;2;5;0;0;0;1;;;;;14.4;34.4;51.1;21.6;48.9;29.5;0;20240418;final20240418v1;4b;2023
25766;4;LINCOLN COLLEGE SAN MARTIN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;4;1;109;109;293;280;12;23;11;12;1;1;1;1;;;;;11.9;28.4;59.6;19.3;45.9;34.9;0;20240418;final20240418v1;4b;2023
4212;9;ESCUELA BASICA LAS QUINTAS;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;2;1;1;2;4;5;273;292;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
5208;6;ESCUELA PARTICULAR LOS LINGUES;8;DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;84;Arauco;3;2;1;2;7;7;328;304;95;50;77;67;1;1;1;1;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
6745;8;ESCUELA PARTICULAR BELLAVISTA;9;DE LA ARAUCANÍA;91;CAUTÍN;9106;GALVARINO;92;Cautin Norte;3;2;1;2;3;3;254;210;;;;;;;;;;;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
7458;6;ESCUELA RURAL ÑADY;10;DE LOS LAGOS;103;OSORNO;10304;PUYEHUE;103;Osorno;2;1;3;2;2;2;246;292;;;;;;;;;;;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
7741;0;ESCUELA RURAL RICARDO ROTH SCHUTZ;10;DE LOS LAGOS;101;LLANQUIHUE;10109;PUERTO VARAS;101;Llanquihue;6;4;2;2;2;2;275;229;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
8454;9;INSTITUTO DON BOSCO;12;DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;3;2;3;1;64;67;267;263;5;0;-3;7;0;0;0;1;;;;;31.3;26.6;42.2;38.8;35.8;25.4;0;20240418;final20240418v1;4b;2023
1100;2;ESC.BASICA CARLOS VIAL ESPANTOSO;4;DE COQUIMBO;42;CHOAPA;4202;CANELA;43;Choapa;2;1;3;2;11;11;269;250;19;3;-1;-6;0;0;0;0;;;;;27.3;27.3;45.5;45.5;27.3;27.3;0;20240418;final20240418v1;4b;2023
2523;2;ESCUELA EL AMANECER;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6308;PLACILLA;62;Colchagua;6;4;2;2;10;10;240;226;4;-10;-20;-21;0;0;-1;-1;;;;;40.0;50.0;10.0;60.0;40.0;0.0;0;20240418;final20240418v1;4b;2023
2766;9;ESCUELA VICTOR VERGARA CAMPOS;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;2;1;1;2;5;5;238;210;;;;;;;;;;;1;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
4189;0;ESCUELA BASICA 11 DE SEPTIEMBRE;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;2;1;2;1;23;24;256;242;7;8;-4;-5;0;0;0;0;;;;;34.8;30.4;34.8;50.0;45.8;4.2;0;20240418;final20240418v1;4b;2023
4687;6;COLEGIO ALEMAN DE CONCEPCIÓN;8;DEL BIOBÍO;81;CONCEPCIÓN;8108;SAN PEDRO DE LA PAZ;83;Concepcion;4;3;5;1;109;104;308;286;10;0;6;-6;1;0;1;-1;;;;;3.7;22.9;73.4;11.5;51.0;37.5;0;20240418;final20240418v1;4b;2023
5345;7;ESCUELA LUIS CRUZ MARTINEZ;9;DE LA ARAUCANÍA;92;MALLECO;9203;CURACAUTÍN;91;Malleco;2;1;1;1;18;20;243;222;31;25;-8;-15;1;1;0;-1;;;;;55.6;33.3;11.1;70.0;25.0;5.0;0;20240418;final20240418v1;4b;2023
602;5;ESCUELA BASICA CARLOS CONDELL;4;DE COQUIMBO;41;ELQUI;4104;LA HIGUERA;41;Elqui;2;1;2;2;10;10;271;231;26;8;11;-16;1;0;0;-1;;;;;30.0;40.0;30.0;60.0;40.0;0.0;0;20240418;final20240418v1;4b;2023
7266;4;ESCUELA RURAL TRAPI;14;DE LOS RÍOS;142;DEL RANCO;14204;RÍO BUENO;142;Ranco;2;1;2;2;6;6;259;237;;;-1;-10;;;0;0;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
9430;7;CENTRO EDUC. PROVINCIA DE ÑUBLE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13129;SAN JOAQUÍN;131;Centro;6;4;3;1;51;50;280;272;13;27;10;16;1;1;1;1;;;;;21.6;27.5;51.0;26.0;44.0;30.0;0;20240418;final20240418v1;4b;2023
9928;7;ESCUELA PARTICULAR AMANECER;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13106;ESTACIÓN CENTRAL;134;Poniente;3;2;3;1;13;13;254;245;10;36;-16;-11;0;1;-1;-1;;;;;46.2;15.4;38.5;53.8;38.5;7.7;0;20240418;final20240418v1;4b;2023
10;8;ESCUELA REPUBLICA DE FRANCIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;6;4;3;1;20;19;276;270;3;54;6;14;0;1;0;1;;;;;30.0;30.0;40.0;31.6;36.8;31.6;0;20240418;final20240418v1;4b;2023
1123;1;ESCUELA GABRIELA MISTRAL;5;DE VALPARAÍSO;54;PETORCA;5401;LA LIGUA;51;Quillota - Petorca;2;1;3;1;51;51;253;254;-10;12;-17;-2;0;0;-1;0;;;;;45.1;21.6;33.3;52.9;17.6;29.4;0;20240418;final20240418v1;4b;2023
2789;8;ALIANZA FRANCESA JEAN MERMOZ;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;4;3;5;1;48;48;306;285;7;7;4;-7;0;0;0;-1;;;;;6.3;27.1;66.7;14.6;45.8;39.6;0;20240418;final20240418v1;4b;2023
31462;5;CENTRO EDUCACIONAL EL FARO;5;DE VALPARAÍSO;51;VALPARAÍSO;5107;QUINTERO;53;Valparaiso - Isla de Pascua;3;2;2;1;22;23;237;243;7;7;-23;-4;0;0;-1;0;;;;;50.0;27.3;22.7;52.2;34.8;13.0;0;20240418;final20240418v1;4b;2023
5494;1;ESCUELA PARTICULAR PICHI-LONCOYAN;9;DE LA ARAUCANÍA;92;MALLECO;9208;PURÉN;91;Malleco;3;2;2;2;2;2;298;240;;;;;;;;;;;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
625;4;ESCUELA TOMASA OLIVARES CAAMANO;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;6;4;2;1;15;17;267;252;-12;5;7;5;0;0;0;0;;;;;33.3;33.3;33.3;41.2;52.9;5.9;0;20240418;final20240418v1;4b;2023
6459;9;ESC. BASICA ANTONIO LADINO;9;DE LA ARAUCANÍA;91;CAUTÍN;9116;SAAVEDRA;92;Cautin Norte;6;4;1;2;6;6;224;220;-33;-25;-27;-17;0;0;-1;0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
8623;1;ESC. BAS. PART. TERESIANA DE SAN GABRIEL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13108;INDEPENDENCIA;137;Norte;3;2;3;1;41;42;265;253;6;3;-5;-3;0;0;0;0;;;;;22.0;43.9;34.1;40.5;38.1;21.4;0;20240418;final20240418v1;4b;2023
25958;6;ESCUELA BASICA N°2047 MIRASOL DE SANTIAGO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;4;3;5;1;12;11;316;283;35;21;14;-9;1;1;1;0;;;;;0.0;25.0;75.0;27.3;18.2;54.5;0;20240418;final20240418v1;4b;2023
5471;2;ESCUELA F-174 VALLE DE LUMACO;9;DE LA ARAUCANÍA;92;MALLECO;9207;LUMACO;91;Malleco;2;1;1;1;33;33;235;228;9;25;-16;-9;0;1;-1;-1;;;;;57.6;24.2;18.2;57.6;36.4;6.1;0;20240418;final20240418v1;4b;2023
6553;6;ESCUELA PARTICULAR ALTO TIRUA;9;DE LA ARAUCANÍA;91;CAUTÍN;9102;CARAHUE;92;Cautin Norte;3;2;1;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
8548;0;ESCUELA BASICA DR LUIS CALVO MACKENNA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;2;1;3;1;69;67;261;245;-5;0;-9;-11;0;0;-1;-1;;;;;30.4;36.2;33.3;47.8;41.8;10.4;0;20240418;final20240418v1;4b;2023
8717;3;ESCUELA PARTICULAR SAINT HENRY SCHOOL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;3;2;3;1;28;30;223;219;-24;0;-47;-37;-1;0;-1;-1;;;;;60.7;28.6;10.7;63.3;36.7;0.0;0;20240418;final20240418v1;4b;2023
10489;2;LICEO NUESTRA SENORA DE LAS MERCEDES;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;3;1;71;72;276;261;13;7;6;5;1;0;1;0;;;;;31.0;26.8;42.3;34.7;41.7;23.6;0;20240418;final20240418v1;4b;2023
1292;0;COLEGIO ALONSO DE ERCILLA;5;DE VALPARAÍSO;57;SAN FELIPE DE ACONCAGUA;5701;SAN FELIPE;52;San Felipe - Los Andes;3;2;3;1;90;90;279;271;-13;0;9;15;-1;0;1;1;;;;;18.9;34.4;46.7;21.1;55.6;23.3;0;20240418;final20240418v1;4b;2023
3997;7;ESCUELA EL CARACOL;16;DE ÑUBLE;161;DIGUILLÍN;16102;BULNES;161;Diguillín;2;1;1;2;4;4;268;234;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
7243;5;ESCUELA RURAL CARIMALLIN BAJO;14;DE LOS RÍOS;142;DEL RANCO;14204;RÍO BUENO;142;Ranco;2;1;2;2;6;6;299;260;77;39;39;13;1;1;1;0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
433;2;COLEGIO ADVENTISTA DE COPIAPÓ;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;31;Copiapo - Chanaral;3;2;3;1;71;74;266;249;-1;4;-4;-7;0;0;0;-1;;;;;28.2;38.0;33.8;47.3;36.5;16.2;0;20240418;final20240418v1;4b;2023
7180;3;COLEGIO ALEMAN R.A. PHILIPPI;14;DE LOS RÍOS;142;DEL RANCO;14201;LA UNIÓN;142;Ranco;4;3;5;1;29;29;306;297;17;5;4;5;1;0;0;0;;;;;6.9;13.8;79.3;10.3;34.5;55.2;0;20240418;final20240418v1;4b;2023
9599;0;LICEO MUNICIPAL PURKUYEN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13131;SAN RAMÓN;132;Sur;2;1;2;1;16;15;273;265;27;37;13;18;1;1;1;1;;;;;25.0;18.8;56.3;26.7;66.7;6.7;0;20240418;final20240418v1;4b;2023
41;8;ESCUELA VALLE DE CHACA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;6;4;1;2;10;10;231;218;-5;-2;-20;-19;0;0;-1;-1;;;;;50.0;30.0;20.0;60.0;40.0;0.0;0;20240418;final20240418v1;4b;2023
4879;8;ESCUELA BASICA PUENTE SIETE;8;DEL BIOBÍO;81;CONCEPCIÓN;8104;FLORIDA;83;Concepcion;6;4;1;2;4;4;240;201;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
7572;8;COLEGIO SAGRADA FAMILIA;10;DE LOS LAGOS;103;OSORNO;10305;RÍO NEGRO;103;Osorno;3;2;2;1;58;60;262;245;-5;6;2;-2;0;0;0;0;;;;;39.7;22.4;37.9;51.7;31.7;16.7;0;20240418;final20240418v1;4b;2023
1570;9;ESCUELA BASICA CIRUJANO VIDELA;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;6;4;2;1;26;28;242;223;-6;-3;-18;-24;0;0;-1;-1;;;;;61.5;15.4;23.1;64.3;35.7;0.0;0;20240418;final20240418v1;4b;2023
24206;3;CENTRO INTEGRAL DE EDUCACIÓN ALBORADA;11;DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;111;COYHAIQUE;11101;COYHAIQUE;111;Coyhaique;3;2;3;1;91;91;276;259;5;3;6;3;0;0;1;0;;;;;20.9;34.1;45.1;36.3;42.9;20.9;0;20240418;final20240418v1;4b;2023
25288;3;ESC. BAS. Y ESP. CENTRO INTEGRAL ALTAIR DE BA;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13302;LAMPA;137;Norte;3;2;3;1;62;65;246;238;-16;0;-24;-18;-1;0;-1;-1;;;;;45.2;30.6;24.2;55.4;36.9;7.7;0;20240418;final20240418v1;4b;2023
2566;6;ESCUELA MUNICIPAL DE CUNACO;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6305;NANCAGUA;62;Colchagua;6;4;1;2;22;22;257;235;-29;-27;6;-2;-1;-1;0;0;;;;;31.8;45.5;22.7;68.2;18.2;13.6;0;20240418;final20240418v1;4b;2023
2652;2;ESCUELA CIRUELOS;6;DEL LIBERTADOR BERNARDO OHIGGINS;62;CARDENAL CARO;6201;PICHILEMU;63;Cardenal Caro;2;1;4;2;7;9;304;261;;;22;-7;;;1;0;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
12241;6;COLEGIO CORAZON DE JESUS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;3;2;3;1;35;35;297;283;5;4;27;27;0;0;1;1;;;;;11.4;17.1;71.4;22.9;37.1;40.0;0;20240418;final20240418v1;4b;2023
16569;7;COLEGIO LOS HEROES;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;2;1;16;16;239;247;-13;51;-21;0;0;1;-1;0;;;;;62.5;18.8;18.8;50.0;43.8;6.3;0;20240418;final20240418v1;4b;2023
24684;0;ESCUELA PARTICULAR QUILLAHUE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;29;30;262;239;11;10;-8;-17;0;0;-1;-1;;;;;34.5;34.5;31.0;63.3;23.3;13.3;0;20240418;final20240418v1;4b;2023
2958;0;ESCUELA JOSE ABELARDO NUNEZ;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;2;1;3;1;20;22;250;239;25;19;-20;-17;1;1;-1;-1;;;;;45.0;5.0;50.0;54.5;27.3;18.2;0;20240418;final20240418v1;4b;2023
4040;1;ESCUELA CUCHA URREJOLA;16;DE ÑUBLE;162;ITATA;16205;PORTEZUELO;161;Diguillín;2;1;1;2;1;1;;;;;;;;;;;1;1;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
7372;5;ESCUELA RURAL CANCHA LARGA;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;2;1;2;2;12;11;217;222;-46;-26;-43;-25;-1;-1;-1;-1;;;;;58.3;41.7;0.0;72.7;27.3;0.0;0;20240418;final20240418v1;4b;2023
8909;5;COLEGIO BRADFORD SCHOOL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13132;VITACURA;133;Oriente;4;3;5;1;82;81;310;298;0;-2;8;6;0;0;1;1;;;;;4.9;28.0;67.1;8.6;34.6;56.8;0;20240418;final20240418v1;4b;2023
9991;0;ESCUELA ABATE MOLINA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;1;1;4;1;20;22;270;242;13;-3;-12;-26;0;0;-1;-1;;;;;25.0;35.0;40.0;54.5;31.8;13.6;0;20240418;final20240418v1;4b;2023
10183;4;ESCUELA PARTICULAR CARLOS PEZOA VELIZ;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13103;CERRO NAVIA;134;Poniente;3;2;2;1;7;7;272;266;;;;;;;;;2;2;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
14511;4;COLEGIO SANTA BARBARA DE LA REINA;5;DE VALPARAÍSO;51;VALPARAÍSO;5102;CASABLANCA;53;Valparaiso - Isla de Pascua;3;2;3;1;28;28;270;266;1;-14;0;10;0;0;0;1;;;;;25.0;25.0;50.0;42.9;21.4;35.7;0;20240418;final20240418v1;4b;2023
2268;3;ESCUELA MUNICIPAL SANTA AMALIA;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6116;REQUÍNOA;61;Cachapoal;2;1;3;2;5;4;227;171;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
5855;6;ESC. BASICA MUCO CHUREO;9;DE LA ARAUCANÍA;91;CAUTÍN;9108;LAUTARO;92;Cautin Norte;2;1;1;2;1;1;;;;;;;;;;;1;1;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
8019;5;ESCUELA RURAL QUILQUICO;10;DE LOS LAGOS;102;CHILOÉ;10201;CASTRO;102;Chiloe;1;1;4;2;10;10;322;290;60;35;40;22;1;1;1;1;;;;;0.0;0.0;100;20.0;20.0;60.0;0;20240418;final20240418v1;4b;2023
8262;7;ESCUELA RURAL COLCAO;10;DE LOS LAGOS;102;CHILOÉ;10208;QUELLÓN;102;Chiloe;1;1;1;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
9685;7;ESCUELA BASICA PARTIC ESTRELLA DE CHILE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13111;LA GRANJA;132;Sur;3;2;3;1;30;30;277;253;17;11;7;-3;1;0;0;0;;;;;23.3;30.0;46.7;40.0;43.3;16.7;0;20240418;final20240418v1;4b;2023
10818;9;ESCUELA HUECHUN;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;1;1;2;2;14;14;244;230;-7;5;-16;-17;0;0;-1;-1;;;;;42.9;50.0;7.1;64.3;35.7;0.0;0;20240418;final20240418v1;4b;2023
14605;6;COLEGIO VILLA ACONCAGUA;5;DE VALPARAÍSO;51;VALPARAÍSO;5103;CONCÓN;53;Valparaiso - Isla de Pascua;3;2;3;1;65;72;270;269;2;2;0;13;0;0;0;1;;;;;32.3;24.6;43.1;30.6;41.7;27.8;0;20240418;final20240418v1;4b;2023
2162;8;COLEGIO PARTICULAR ADVENTISTA;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;3;1;38;37;261;249;8;20;-9;-7;0;1;-1;-1;;;;;39.5;26.3;34.2;43.2;45.9;10.8;0;20240418;final20240418v1;4b;2023
25480;0;COLEGIO JOSE LUIS LEGRANGE DE LA CISTERNA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13109;LA CISTERNA;132;Sur;3;2;5;1;23;26;283;262;-6;-10;-19;-30;0;0;-1;-1;;;;;17.4;30.4;52.2;26.9;53.8;19.2;0;20240418;final20240418v1;4b;2023
2660;3;ESCUELA FRANCISCO CHAVEZ CIFUENTES;6;DEL LIBERTADOR BERNARDO OHIGGINS;62;CARDENAL CARO;6205;NAVIDAD;63;Cardenal Caro;2;1;3;1;24;24;243;244;-48;-14;-27;-12;-1;0;-1;-1;;;;;50.0;20.8;29.2;41.7;41.7;16.7;0;20240418;final20240418v1;4b;2023
496;0;ESCUELA DE CHOLLAY;3;DE ATACAMA;33;HUASCO;3302;ALTO DEL CARMEN;32;Huasco - Vallenar;6;4;1;2;1;1;;;;;;;;;;;1;1;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
6490;4;ESCUELA PARTICULAR MANUEL ROJAS;9;DE LA ARAUCANÍA;91;CAUTÍN;9116;SAAVEDRA;92;Cautin Norte;3;2;1;2;3;3;231;201;;;;;;;;;;;2;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
6988;4;ESCUELA RURAL LONCOPAN BAJO;14;DE LOS RÍOS;142;DEL RANCO;14202;FUTRONO;142;Ranco;2;1;;2;0;0;;;;;;;;;;;;;;;;;;;;;1;20240418;final20240418v1;4b;2023
14213;1;COLEGIO VALLE DE NARAU;5;DE VALPARAÍSO;51;VALPARAÍSO;5107;QUINTERO;53;Valparaiso - Isla de Pascua;2;1;2;1;42;41;238;238;-10;2;-22;-9;0;0;-1;-1;;;;;50.0;35.7;14.3;53.7;34.1;12.2;0;20240418;final20240418v1;4b;2023
2068;0;ESCUELA CARMEN ROMERO AGUIRRE;5;DE VALPARAÍSO;56;SAN ANTONIO;5603;CARTAGENA;54;San Antonio;2;1;2;2;9;9;285;264;94;46;25;17;1;1;1;1;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
