rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect4b_rbd;nalu_mate4b_rbd;prom_lect4b_rbd;prom_mate4b_rbd;dif_lect4b_rbd;dif_mate4b_rbd;difgru_lect4b_rbd;difgru_mate4b_rbd;sigdif_lect4b_rbd;sigdif_mate4b_rbd;siggru_lect4b_rbd;siggru_mate4b_rbd;marca_lect4b_rbd;marca_mate4b_rbd;marcadif_lect4b_rbd;marcadif_mate4b_rbd;palu_eda_ins_lect4b_rbd;palu_eda_ele_lect4b_rbd;palu_eda_ade_lect4b_rbd;palu_eda_ins_mate4b_rbd;palu_eda_ele_mate4b_rbd;palu_eda_ade_mate4b_rbd;noaplica;fecha_bbdd;codigo_bbdd;grado;agno
9910;4;COLEGIO PARTICULAR SAN FELIX;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;31;32;282;276;-3;11;12;20;0;0;1;1;;;;;22.6;29.0;48.4;25.0;40.6;34.4;0;20240418;final20240418v1;4b;2023
10302;0;ESCUELA ANNE ELEONOR ROOSEVELT;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13127;RECOLETA;137;Norte;2;1;;1;0;0;;;;;;;;;;;;;;;;;;;;;1;20240418;final20240418v1;4b;2023
15767;8;COLEGIO DIEGO PORTALES;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6108;MACHALÍ;61;Cachapoal;3;2;2;1;39;40;274;251;2;17;14;4;0;1;1;0;;;;;30.8;25.6;43.6;47.5;30.0;22.5;0;20240418;final20240418v1;4b;2023
5980;3;ESC. BASICA LLAULLAHUE;9;DE LA ARAUCANÍA;91;CAUTÍN;9103;CUNCO;92;Cautin Norte;2;1;2;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
7646;5;ESCUELA ROTARIO PEDRO AVELINO BRAVO;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;2;1;2;1;26;26;228;243;-20;20;-32;-4;-1;1;-1;0;;;;;65.4;23.1;11.5;57.7;26.9;15.4;0;20240418;final20240418v1;4b;2023
8974;5;COLEGIO CAMPVS COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;4;3;5;1;47;48;301;296;6;3;-1;4;0;0;0;0;;;;;12.8;23.4;63.8;10.4;35.4;54.2;0;20240418;final20240418v1;4b;2023
9810;8;LICEO POLITECNICO PART.SAGRADO CORAZON;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;3;2;2;1;65;64;267;268;18;34;7;21;1;1;1;1;;;;;35.4;20.0;44.6;31.3;43.8;25.0;0;20240418;final20240418v1;4b;2023
22353;0;ESCUELA PARTICULAR TRULLUN MAPU;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;3;2;1;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
31012;3;INSTITUTO CHILE ASIA PACIFICO;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;3;1;13;13;253;270;-12;34;-17;14;0;1;-1;1;;;;;46.2;30.8;23.1;53.8;15.4;30.8;0;20240418;final20240418v1;4b;2023
3470;3;ESCUELA TRINIDAD ALCAINO TAPIA;7;DEL MAULE;74;LINARES;7407;VILLA ALEGRE;73;Linares;2;1;1;2;16;16;227;224;-25;-22;-24;-13;-1;-1;-1;-1;;;;;56.3;25.0;18.8;62.5;31.3;6.3;0;20240418;final20240418v1;4b;2023
4798;8;SAGRADOS CORAZONES;8;DEL BIOBÍO;81;CONCEPCIÓN;8112;HUALPÉN;83;Concepcion;4;3;5;1;78;81;303;296;-3;7;1;4;0;0;0;0;;;;;3.8;28.2;67.9;6.2;39.5;54.3;0;20240418;final20240418v1;4b;2023
5634;0;ESCUELA NIRRIMAPU;9;DE LA ARAUCANÍA;91;CAUTÍN;9112;PADRE LAS CASAS;93;Cautin Sur;2;1;2;2;6;6;264;261;-6;-3;4;14;0;0;0;0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
5880;7;ESCUELA EDUARDO FREI MONTALVA;9;DE LA ARAUCANÍA;91;CAUTÍN;9113;PERQUENCO;92;Cautin Norte;2;1;2;1;51;51;271;264;24;21;11;17;1;1;1;1;;;;;33.3;21.6;45.1;25.5;54.9;19.6;0;20240418;final20240418v1;4b;2023
6126;3;ESCUELA PARTICULAR NUEVA ESPERANZA;9;DE LA ARAUCANÍA;91;CAUTÍN;9120;VILLARRICA;93;Cautin Sur;3;2;1;1;14;13;257;253;-14;28;6;16;0;1;0;1;;;;;28.6;50.0;21.4;46.2;38.5;15.4;0;20240418;final20240418v1;4b;2023
8290;2;ESCUELA RURAL KUME RUKA WEKETRUMAO;10;DE LOS LAGOS;102;CHILOÉ;10201;CASTRO;102;Chiloe;1;1;1;2;4;4;256;248;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
8536;7;ESCUELA REPUBLICA DE ISRAEL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;2;1;3;1;60;62;315;263;48;20;45;7;1;1;1;1;;;;;8.3;15.0;76.7;40.3;35.5;24.2;0;20240418;final20240418v1;4b;2023
9618;0;ESCUELA BAS. BENJAMIN SUBERCASEAUX;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13111;LA GRANJA;132;Sur;6;4;2;1;79;80;261;238;7;5;1;-9;0;0;0;-1;;;;;32.9;27.8;39.2;50.0;42.5;7.5;0;20240418;final20240418v1;4b;2023
10010;2;MUSTAFA KEMAL ATATURK;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13117;LO PRADO;134;Poniente;6;4;2;1;27;25;241;236;-22;-15;-19;-11;-1;-1;-1;-1;;;;;44.4;33.3;22.2;48.0;48.0;4.0;0;20240418;final20240418v1;4b;2023
6272;3;ESCUELA BASICA LICARAYEN;9;DE LA ARAUCANÍA;91;CAUTÍN;9107;GORBEA;93;Cautin Sur;2;1;1;1;6;6;282;300;53;104;31;63;1;1;1;1;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
7108;0;ESCUELA PART. PADRE ENRIQUE ROMER;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;3;2;3;2;19;18;274;280;3;31;4;24;0;1;0;1;;;;;21.1;31.6;47.4;16.7;50.0;33.3;0;20240418;final20240418v1;4b;2023
7354;7;ESCUELA RURAL LUZ Y SABER;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;2;1;2;2;9;9;254;249;-14;13;-6;2;0;0;0;0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
7600;7;ESCUELA PARTICULAR N.163 LAFQUELMAPU;10;DE LOS LAGOS;103;OSORNO;10306;SAN JUAN DE LA COSTA;103;Osorno;3;2;2;2;6;6;248;202;;;-12;-45;;;0;-1;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
8436;0;ESCUELA PORTUGAL;12;DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;1;1;2;1;19;19;234;223;-13;4;-26;-24;0;0;-1;-1;;;;;57.9;26.3;15.8;68.4;26.3;5.3;0;20240418;final20240418v1;4b;2023
8682;7;COLEGIO RAFAEL SANHUEZA LIZARDI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13127;RECOLETA;137;Norte;3;2;4;1;76;82;283;275;-2;-3;1;7;0;0;0;1;;;;;17.1;31.6;51.3;24.4;37.8;37.8;0;20240418;final20240418v1;4b;2023
8928;1;LICEO JOSE VICTORINO LASTARRIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;1;1;4;1;72;73;277;263;5;-2;-5;-5;0;0;-1;-1;;;;;26.4;19.4;54.2;39.7;24.7;35.6;0;20240418;final20240418v1;4b;2023
12083;9;COLEGIO LO ERRAZURIZ;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;46;47;242;225;5;-9;-28;-31;0;0;-1;-1;;;;;50.0;30.4;19.6;66.0;31.9;2.1;0;20240418;final20240418v1;4b;2023
25316;2;COLEGIO PUELMAPU;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13122;PEÑALOLÉN;133;Oriente;3;2;2;1;27;26;240;225;-5;-6;-20;-22;0;0;-1;-1;;;;;44.4;40.7;14.8;80.8;19.2;0.0;0;20240418;final20240418v1;4b;2023
8075;6;ESCUELA RURAL QUILAR;10;DE LOS LAGOS;102;CHILOÉ;10202;ANCUD;102;Chiloe;1;1;1;2;2;2;209;191;;;;;;;;;;;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
8336;4;ESCUELA RURAL EL LIMITE;10;DE LOS LAGOS;104;PALENA;10402;FUTALEUFÚ;104;Palena;2;1;4;2;3;3;233;253;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
1197;5;ESCUELA ESPANA;5;DE VALPARAÍSO;53;LOS ANDES;5301;LOS ANDES;52;San Felipe - Los Andes;2;1;3;1;72;73;265;250;-1;-4;-5;-6;0;0;-1;-1;;;;;37.5;22.2;40.3;45.2;37.0;17.8;0;20240418;final20240418v1;4b;2023
14716;8;PAN AMERICAN COLLEGE VINA DEL MAR;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;4;1;24;24;246;239;-24;-12;-36;-29;-1;0;-1;-1;;;;;37.5;37.5;25.0;45.8;33.3;20.8;0;20240418;final20240418v1;4b;2023
3355;3;ESCUELA GABRIELA MISTRAL;7;DEL MAULE;74;LINARES;7403;LONGAVÍ;73;Linares;2;1;1;2;9;10;262;232;45;21;11;-5;1;0;0;0;;;;;0.0;0.0;0.0;60.0;40.0;0.0;0;20240418;final20240418v1;4b;2023
3853;9;ESCUELA JULIO MONTT SALAMANCA;16;DE ÑUBLE;163;PUNILLA;16302;COIHUECO;161;Diguillín;2;1;1;2;1;1;;;;;;;;;;;1;1;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
4068;1;ESCUELA BUENA FE DE TUBUL;16;DE ÑUBLE;162;ITATA;16203;COELEMU;161;Diguillín;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
7861;1;ESCUELA RURAL EL JARDIN DE OLMOPULLI;10;DE LOS LAGOS;101;LLANQUIHUE;10108;MAULLÍN;101;Llanquihue;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
1128;2;ESCUELA COMUNIDADES DE VALLE HERMOSO;5;DE VALPARAÍSO;54;PETORCA;5401;LA LIGUA;51;Quillota - Petorca;2;1;3;2;18;17;292;274;54;45;22;18;1;1;1;1;;;;;11.1;38.9;50.0;29.4;47.1;23.5;0;20240418;final20240418v1;4b;2023
16780;0;COLEGIO ALTO LAUQUÉN;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;3;1;72;71;281;281;7;32;11;25;0;1;1;1;;;;;19.4;29.2;51.4;25.4;40.8;33.8;0;20240418;final20240418v1;4b;2023
25101;1;COLEGIO CORONEL ELEUTERIO RAMIREZ MOLINA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;3;2;3;1;93;94;260;251;-11;2;-10;-5;0;0;-1;-1;;;;;30.1;31.2;38.7;37.2;46.8;16.0;0;20240418;final20240418v1;4b;2023
42081;6;ESCUELA HOSPITALARIA SANTA CRUZ;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6310;SANTA CRUZ;62;Colchagua;3;2;;1;0;0;;;;;;;;;;;;;;;;;;;;;1;20240418;final20240418v1;4b;2023
6793;8;ESCUELA RURAL HUELLELHUE;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;2;1;2;2;6;6;215;218;;;-45;-29;;;-1;-1;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
722;6;ESC. HEBERTO VELAZQUEZ VELAZQUEZ;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;2;1;2;1;23;23;287;286;-2;22;27;39;0;1;1;1;;;;;13.0;26.1;60.9;8.7;56.5;34.8;0;20240418;final20240418v1;4b;2023
9710;1;ESCUELA BASICA SANTA ADRIANA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;2;1;2;1;6;5;252;277;25;;-8;;0;;0;;;;;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
13434;1;COLEGIO SAN JOAQUIN;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;5;1;51;51;305;298;-1;10;3;6;0;0;0;1;;;;;7.8;25.5;66.7;9.8;29.4;60.8;0;20240418;final20240418v1;4b;2023
17725;3;COLEGIO SAN ESTEBAN DE BULNES;16;DE ÑUBLE;161;DIGUILLÍN;16102;BULNES;161;Diguillín;3;2;3;1;36;37;261;248;-16;-13;-9;-8;-1;-1;-1;-1;;;;;30.6;44.4;25.0;43.2;51.4;5.4;0;20240418;final20240418v1;4b;2023
17848;9;YIRE LICEO POLITECNICO DE COIHUECO;16;DE ÑUBLE;163;PUNILLA;16302;COIHUECO;161;Diguillín;3;2;2;1;25;25;261;262;12;37;1;15;0;1;0;1;;;;;40.0;12.0;48.0;24.0;60.0;16.0;0;20240418;final20240418v1;4b;2023
24795;2;COLEGIO EMAUS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;3;3;268;301;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
25508;4;COLEGIO PART. GABRIELA MISTRAL SOCIEDAD EDUCA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;3;2;4;1;60;60;304;279;4;-4;22;11;0;0;1;1;;;;;3.3;21.7;75.0;21.7;38.3;40.0;0;20240418;final20240418v1;4b;2023
4852;6;ESCUELA BASICA CALETA DEL MEDIO;8;DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;83;Concepcion;2;1;;2;0;0;;;;;;;;;;;;;;;;;;;;;1;20240418;final20240418v1;4b;2023
5442;9;ESCUELA BASICA EMILIA ROMAGNA;9;DE LA ARAUCANÍA;92;MALLECO;9210;TRAIGUÉN;91;Malleco;2;1;1;1;37;37;264;258;-21;0;13;21;-1;0;1;1;;;;;35.1;32.4;32.4;35.1;37.8;27.0;0;20240418;final20240418v1;4b;2023
6487;4;ESCUELA PARTICULAR LOS CISNES;9;DE LA ARAUCANÍA;91;CAUTÍN;9116;SAAVEDRA;92;Cautin Norte;3;2;1;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
9733;0;ESCUELA BASICA CLARA  ESTRELLA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;2;1;2;1;20;20;307;279;53;44;47;32;1;1;1;1;;;;;0.0;25.0;75.0;20.0;50.0;30.0;0;20240418;final20240418v1;4b;2023
10586;4;ESCUELA ELEODORO YANEZ PONCE DE LEON;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;1;1;2;1;38;38;222;215;-21;-2;-38;-32;-1;0;-1;-1;;;;;71.1;21.1;7.9;73.7;21.1;5.3;0;20240418;final20240418v1;4b;2023
15;9;LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;6;4;4;1;29;30;258;254;-9;20;-24;-14;0;1;-1;-1;;;;;41.4;13.8;44.8;46.7;26.7;26.7;0;20240418;final20240418v1;4b;2023
25224;7;COLEGIO BERTAIT COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13115;LO BARNECHEA;133;Oriente;4;3;5;1;2;4;333;281;;;;;;;;;;;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
25485;1;ESC. BASICA  `SAN BENIGNO`;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13301;COLINA;137;Norte;3;2;2;1;25;26;290;272;;;;;;;;;2;2;1;1;24.0;16.0;60.0;30.8;34.6;34.6;0;20240418;final20240418v1;4b;2023
2594;1;ESCUELA BASICA HUGO URZUA URZUA;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6304;LOLOL;62;Colchagua;2;1;1;2;3;3;238;238;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
5250;7;ESCUELA REGIMIENTO HUSARES;9;DE LA ARAUCANÍA;92;MALLECO;9201;ANGOL;91;Malleco;2;1;1;2;3;3;272;243;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
9335;1;ESCUELA PARTICULAR LOS COPIHUES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;20;21;301;280;53;35;31;24;1;1;1;1;;;;;10.0;30.0;60.0;28.6;38.1;33.3;0;20240418;final20240418v1;4b;2023
11107;4;COLEGIO PART.SANTA TERESA DE JESUS;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;4;3;4;1;44;44;285;255;13;15;3;-13;1;1;0;-1;;;;;18.2;29.5;52.3;40.9;52.3;6.8;0;20240418;final20240418v1;4b;2023
11968;7;COLEGIO CUMBRES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;91;93;325;338;17;15;23;46;1;1;1;1;;;;;2.2;9.9;87.9;1.1;8.6;90.3;0;20240418;final20240418v1;4b;2023
24626;3;COMPLEJO EDUCACIONAL ALBERTO WIDMER;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;61;64;266;256;-5;0;-4;0;0;0;0;0;;;;;31.1;27.9;41.0;35.9;45.3;18.8;0;20240418;final20240418v1;4b;2023
822;2;ESCUELA JUNTAS;4;DE COQUIMBO;43;LIMARÍ;4303;MONTE PATRIA;42;Limari;2;1;1;2;10;10;237;234;-3;-14;-14;-3;0;0;0;0;;;;;50.0;40.0;10.0;60.0;40.0;0.0;0;20240418;final20240418v1;4b;2023
9312;2;CHILEAN EAGLES COLLEGE LAS VIZCACHAS;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;4;1;122;126;292;286;8;9;10;18;0;1;1;1;;;;;16.4;27.9;55.7;15.9;43.7;40.5;0;20240418;final20240418v1;4b;2023
1220;3;ESCUELA PARTICULAR N°27 EDÉN DEL NIÑO;5;DE VALPARAÍSO;53;LOS ANDES;5301;LOS ANDES;52;San Felipe - Los Andes;3;2;4;1;35;35;276;257;-2;-1;-6;-11;0;0;0;-1;;;;;25.7;28.6;45.7;37.1;37.1;25.7;0;20240418;final20240418v1;4b;2023
13365;5;ESCUELA BASICA MINILLAS;4;DE COQUIMBO;43;LIMARÍ;4305;RÍO HURTADO;42;Limari;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
1389;7;ESCUELA CRISTINA DURAN;5;DE VALPARAÍSO;55;QUILLOTA;5501;QUILLOTA;51;Quillota - Petorca;2;1;3;2;11;11;267;234;33;12;-3;-22;1;0;0;-1;;;;;27.3;36.4;36.4;54.5;36.4;9.1;0;20240418;final20240418v1;4b;2023
1881;3;COLEGIO LUIS CRUZ MARTÍNEZ;5;DE VALPARAÍSO;58;MARGA MARGA;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;1;1;3;1;31;32;282;267;50;42;12;11;1;1;1;1;;;;;19.4;29.0;51.6;37.5;37.5;25.0;0;20240418;final20240418v1;4b;2023
3876;8;ESCUELA HECTOR MANUEL ARIAS CORTES;16;DE ÑUBLE;161;DIGUILLÍN;16106;PINTO;161;Diguillín;2;1;;2;0;0;;;;;;;;;;;;;;;;;;;;;2;20240418;final20240418v1;4b;2023
630;0;COLEGIO LA HERRADURA;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;6;4;3;1;35;37;273;254;36;31;3;-2;1;1;0;0;;;;;28.6;31.4;40.0;48.6;29.7;21.6;0;20240418;final20240418v1;4b;2023
799;4;COLEGIO REPUBLICA DE CHILE;4;DE COQUIMBO;43;LIMARÍ;4303;MONTE PATRIA;42;Limari;2;1;2;1;28;28;228;228;-9;6;-32;-19;0;0;-1;-1;;;;;64.3;17.9;17.9;67.9;10.7;21.4;0;20240418;final20240418v1;4b;2023
10686;0;LICEO MUNICIPAL POETISA GABRIELA MISTRAL;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13403;CALERA DE TANGO;132;Sur;1;1;2;2;44;43;253;241;14;10;-7;-6;1;0;0;0;;;;;27.3;43.2;29.5;48.8;34.9;16.3;0;20240418;final20240418v1;4b;2023
11399;9;ESCUELA SAN ERNESTO;8;DEL BIOBÍO;82;ARAUCO;8204;CONTULMO;84;Arauco;2;1;2;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
13342;6;COLEGIO PARTICULAR SAN FRANCISCO JAVIER;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;3;1;19;17;263;237;43;18;-7;-19;1;0;0;-1;;;;;42.1;10.5;47.4;52.9;29.4;17.6;0;20240418;final20240418v1;4b;2023
16588;3;COLEGIO SAN ALFONSO DE EL BOLDO;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;3;1;31;30;291;277;;29;21;21;;1;1;1;;;1;;12.9;25.8;61.3;20.0;43.3;36.7;0;20240418;final20240418v1;4b;2023
25785;0;COLEGIO PART. ROYAL AMERICAN SCHOOL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;4;3;5;1;44;45;283;271;-1;8;-19;-21;0;0;-1;-1;;;;;15.9;31.8;52.3;22.2;55.6;22.2;0;20240418;final20240418v1;4b;2023
2694;8;ESCUELA PROF. MONICA SILVA GOMEZ;6;DEL LIBERTADOR BERNARDO OHIGGINS;62;CARDENAL CARO;6202;LA ESTRELLA;63;Cardenal Caro;2;1;2;1;27;26;261;269;-14;8;1;22;0;0;0;1;;;;;33.3;33.3;33.3;34.6;19.2;46.2;0;20240418;final20240418v1;4b;2023
3186;0;ESCUELA MIGUEL FAUNDEZ MORALES;7;DEL MAULE;71;TALCA;7102;CONSTITUCIÓN;72;Talca;2;1;2;2;3;3;230;240;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
5227;2;ESCUELA JOSÉ ELÍAS BOLIVAR HERRERA;9;DE LA ARAUCANÍA;92;MALLECO;9201;ANGOL;91;Malleco;2;1;3;1;15;17;261;246;;-14;;-10;;0;;-1;2;;1;;26.7;33.3;40.0;47.1;47.1;5.9;0;20240418;final20240418v1;4b;2023
530;4;COLEGIO GABRIEL GONZALEZ VIDELA;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;1;1;3;1;51;51;286;253;35;16;16;-3;1;1;1;0;;;;;21.6;19.6;58.8;41.2;35.3;23.5;0;20240418;final20240418v1;4b;2023
10915;0;COLEGIO CARDENAL ANTONIO SAMORE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;3;2;3;1;95;99;299;287;19;28;29;31;1;1;1;1;;;;;11.6;16.8;71.6;17.2;36.4;46.5;0;20240418;final20240418v1;4b;2023
16488;7;COLEGIO ADVENTISTA MARANATA;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;3;1;34;34;270;256;7;4;0;0;0;0;0;0;;;;;32.4;29.4;38.2;38.2;44.1;17.6;0;20240418;final20240418v1;4b;2023
22476;6;COLEGIO SAN JOSE;14;DE LOS RÍOS;141;VALDIVIA;14106;MARIQUINA;141;Valdivia;2;1;1;1;13;14;266;247;2;-4;15;10;0;0;1;0;;;;;23.1;38.5;38.5;50.0;35.7;14.3;0;20240418;final20240418v1;4b;2023
3255;7;ESCUELA SANTA BARBARA;7;DEL MAULE;74;LINARES;7401;LINARES;73;Linares;2;1;2;1;23;21;244;228;-57;-40;-16;-19;-1;-1;-1;-1;;;;;39.1;26.1;34.8;61.9;33.3;4.8;0;20240418;final20240418v1;4b;2023
5911;0;ESC. BASICA CANTINO;9;DE LA ARAUCANÍA;91;CAUTÍN;9119;VILCÚN;92;Cautin Norte;2;1;1;2;2;2;324;316;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
6587;0;ESCUELA ALEJANDRO GOROSTIAGA;9;DE LA ARAUCANÍA;91;CAUTÍN;9111;NUEVA IMPERIAL;92;Cautin Norte;6;4;2;1;31;30;253;248;5;32;-7;1;0;1;0;0;;;;;48.4;9.7;41.9;53.3;23.3;23.3;0;20240418;final20240418v1;4b;2023
7085;8;COMPLEJO EDUCACIONAL TIERRA DE ESPERANZA;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;1;1;2;2;15;16;252;213;4;-6;-8;-34;0;0;0;-1;;;;;40.0;40.0;20.0;81.3;18.8;0.0;0;20240418;final20240418v1;4b;2023
9504;4;ESCUELA PARTICULAR Y COLEGIO CHILE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13130;SAN MIGUEL;131;Centro;3;2;4;1;148;147;284;282;-10;;2;;-1;;0;;;3;;1;23.0;23.0;54.1;21.1;37.4;41.5;0;20240418;final20240418v1;4b;2023
9741;1;ESCUELA BASICA COEDUCACIONAL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;2;1;1;1;17;22;255;220;7;2;4;-17;0;0;0;-1;;;;;29.4;52.9;17.6;72.7;27.3;0.0;0;20240418;final20240418v1;4b;2023
14224;7;ESC  PART  KORC SCHOOL;5;DE VALPARAÍSO;51;VALPARAÍSO;5103;CONCÓN;53;Valparaiso - Isla de Pascua;4;3;5;1;15;14;264;256;-31;-27;-38;-36;-1;-1;-1;-1;;;;;26.7;53.3;20.0;50.0;42.9;7.1;0;20240418;final20240418v1;4b;2023
