agno|grado|rbd|dvrbd|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|cod_depe1|cod_depe2|cod_grupo|cod_rural_rbd|nalu_lect4b_rbd|nalu_mate4b_rbd|prom_lect4b_rbd|prom_mate4b_rbd|dif_lect4b_rbd|dif_mate4b_rbd|difgru_lect4b_rbd|difgru_mate4b_rbd|sigdif_lect4b_rbd|sigdif_mate4b_rbd|siggru_lect4b_rbd|siggru_mate4b_rbd|marca_lect4b_rbd|marca_mate4b_rbd|marcadif_lect4b_rbd|marcadif_mate4b_rbd|palu_eda_ins_lect4b_rbd|palu_eda_ele_lect4b_rbd|palu_eda_ade_lect4b_rbd|palu_eda_ins_mate4b_rbd|palu_eda_ele_mate4b_rbd|palu_eda_ade_mate4b_rbd|noaplica
2017|4b|1641|1|COLEGIO SAN PEDRO NOLASCO|5|DE VALPARAÍSO|5|VALPARAÍSO|1|VALPARAÍSO|4|3|5|1|36|36|291|289|8|-5|-12|-8|0|0|-1|-1|||||8.3|22.2|69.4|8.3|44.4|47.2|0
2017|4b|562|2|COLEGIO CALETA SAN PEDRO|4|DE COQUIMBO|1|ELQUI|1|LA SERENA|1|1|2|2|13|12|268|245|36|-42|12|-3|1|-1|0|0|||||38.5|23.1|38.5|50|33.3|16.7|0
2017|4b|10300|4|ESCUELA MARTA COLVIN|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|5|RECOLETA|2|1|2|1|28|27|246|219|8|-8|-10|-29|0|0|-1|-1|||||50|25|25|85.2|11.1|3.7|0
2017|4b|18218|4|COLEGIO NUEVOS HORIZONTES|8|DEL BIOBÍO|3|CONCEPCIÓN|11|SAN PEDRO DE LA PAZ|2|1|1|1|24|24|246|239|-11|14|-4|1|0|0|0|0|||||50|33.3|16.7|62.5|29.2|8.3|0
2017|4b|5640|5|ESCUELA MOLLULCO|9|DE LA ARAUCANÍA|2|CAUTÍN|1|TEMUCO|2|1|1|2|8|9|269|236|40|10|19|-2|1|0|1|0|||||||||||0
2017|4b|26293|5|ESCUELA BAS. INTEGRAL ENLACES DE LAMPA|13|METROPOLITANA DE SANTIAGO|2|CHACABUCO|2|LAMPA|3|2|2|1|32|33|223|235|-30|5|-33|-13|-1|0|-1|-1|||||65.6|21.9|12.5|63.6|30.3|6.1|0
2017|4b|24624|7|COLEGIO TABOR Y NAZARETH|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|8|LO BARNECHEA|4|3|5|1|116|117|318|312|12|6|15|15|1|0|1|1|||||5.2|10.3|84.5|1.7|24.8|73.5|0
2017|4b|8972|9|COLEGIO SAN BENITO|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|7|VITACURA|4|3|5|1|110|106|320|328|7|6|17|31|0|0|1|1|||||5.5|11.8|82.7|1.9|15.1|83|0
2017|4b|708|0|ESCUELA ANTONIO TIRADO LANAS|4|DE COQUIMBO|2|LIMARÍ|1|OVALLE|2|1|2|1|31|31|249|238|-2|-1|-7|-10|0|0|0|-1|||||48.4|22.6|29|51.6|41.9|6.5|0
2017|4b|1249|1|ESCUELA BASICA PEDRO AGUIRRE CERDA|5|DE VALPARAÍSO|2|LOS ANDES|3|CALLE LARGA|2|1|2|1|5|5|244|231|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|2577|1|ESCUELA ANGEL ARRIGORRIAGA|6|DEL LIBERTADOR BERNARDO OHIGGINS|2|COLCHAGUA|6|SANTA CRUZ|2|1|1|2|9|9|278|248|43|4|28|10|1|0|1|0|||||||||||0
2017|4b|2036|2|ESCUELA BASICA LEYDA|5|DE VALPARAÍSO|6|SAN ANTONIO|1|SAN ANTONIO|2|1|3|2|12|11|284|273|10|18|14|11|0|0|1|0|||||8.3|50|41.7|18.2|45.5|36.4|0
2017|4b|8331|3|ESCUELA FUTALEUFU|10|DE LOS LAGOS|5|PALENA|3|FUTALEUFÚ|2|1|3|1|18|18|251|268|-3|15|-19|6|0|0|-1|0|||||38.9|38.9|22.2|27.8|44.4|27.8|0
2017|4b|7655|4|ESCUELA RURAL MAILLEN|10|DE LOS LAGOS|3|LLANQUIHUE|1|PUERTO MONTT|2|1|1|2|8|8|269|219|-30|-22|19|-19|-1|0|1|-1|||||||||||0
2017|4b|22348|4|ESCUELA PARTICULAR SAGRADO CORAZON|10|DE LOS LAGOS|3|LLANQUIHUE|5|MAULLÍN|3|2|1|2|3|3|190|185|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|3376|6|ESCUELA MARCELA PAZ|7|DEL MAULE|3|LINARES|4|LONGAVÍ|2|1|1|2|15|15|228|204|-21|-32|-22|-34|-1|-1|-1|-1|||||53.3|40|6.7|93.3|6.7|0|0
2017|4b|954|7|ESCUELA EL AJIAL DE QUILE|4|DE COQUIMBO|2|LIMARÍ|5|PUNITAQUI|2|1|2|2|2|2|253|195|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|4999|9|ESCUELA BASICA RAMON FREIRE SERRANO|8|DEL BIOBÍO|3|CONCEPCIÓN|9|CORONEL|2|1|2|1|20|20|220|224|0|0|-36|-24|0|0|-1|-1|||2|2|65|30|5|70|30|0|0
2017|4b|8434|4|ESCUELA ESPANA|12|DE MAGALLANES Y DE LA ANTÁRTICA CHILENA|2|MAGALLANES|1|PUNTA ARENAS|1|1|3|1|30|29|260|244|-6|-7|-10|-18|0|0|-1|-1|||||26.7|43.3|30|51.7|37.9|10.3|0
2017|4b|4942|5|ESCUELA TANAHUILLIN|8|DEL BIOBÍO|3|CONCEPCIÓN|7|SANTA JUANA|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|6270|7|LICEO JOSE VICTORINO LASTARRIA|9|DE LA ARAUCANÍA|2|CAUTÍN|12|GORBEA|2|1|1|1|10|10|234|236|-33|-35|-16|-2|-1|-1|0|0|||||50|40|10|50|40|10|0
2017|4b|6857|8|ESCUELA RURAL MISSISSIPPI|14|DE LOS RÍOS|1|VALDIVIA|2|MARIQUINA|2|1|2|2|3|3|318|235|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|7947|2|ESCUELA PARTICULAR N. 225 LA ARAÑA|10|DE LOS LAGOS|3|LLANQUIHUE|7|FRESIA|3|2|1|2|4|4|228|174|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|6957|4|ESCUELA RURAL TRAFUN|14|DE LOS RÍOS|1|VALDIVIA|4|LOS LAGOS|2|1||2|||||||||||||||||||||||1
2017|4b|14783|4|COLEGIO NUEVA ERA SIGLO XXI|5|DE VALPARAÍSO|5|VALPARAÍSO|1|VALPARAÍSO|3|2|4|1|84|84|259|260|-13|1|-26|-17|-1|0|-1|-1|||||27.4|38.1|34.5|33.3|48.8|17.9|0
2017|4b|31302|5|COLEGIO LOS PINOS|13|METROPOLITANA DE SANTIAGO|4|MAIPO|1|SAN BERNARDO|3|2|3|1|48|49|245|238|-13|-10|-25|-24|0|0|-1|-1|||||47.9|20.8|31.3|57.1|26.5|16.3|0
2017|4b|662|9|ESCUELA DE MAITENCILLO|4|DE COQUIMBO|1|ELQUI|4|ANDACOLLO|2|1|2|2|2|2|300|239|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|9121|9|ESCUELA TOBALABA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|13|PEÑALOLÉN|1|1|2|1|30|30|240|226|17|19|-16|-22|1|1|-1|-1|||||53.3|26.7|20|60|40|0|0
2017|4b|22451|0|ESCUELA PARTICULAR LA PRADERA|10|DE LOS LAGOS|2|OSORNO|2|SAN PABLO|3|2|1|2|2|2|221|194|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|5978|1|ESCUELA MUNICIPAL ADRIANO ARELLANO CABRERA|9|DE LA ARAUCANÍA|2|CAUTÍN|5|CUNCO|2|1||2|||||||||||||||||||||||1
2017|4b|16798|3|COLEGIO NEW BUCKINGHAM|5|DE VALPARAÍSO|8|MARGA MARGA|4|VILLA ALEMANA|3|2|4|1|22|22|270|248|15|10|-15|-29|0|0|-1|-1|||||18.2|59.1|22.7|36.4|45.5|18.2|0
2017|4b|26044|4|ESCUELA BAS. Y ESP. LIKAN-RAY DE LA PINTANA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|17|LA PINTANA|3|2|2|1|36|38|257|252|18|5|1|4|1|0|0|0|||||50|22.2|27.8|50|34.2|15.8|0
2017|4b|9467|6|COLEGIO LA CASTRINA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|15|SAN JOAQUÍN|3|2|1|1|17|17|205|189|-19|-29|-45|-49|0|-1|-1|-1|||||88.2|11.8|0|94.1|5.9|0|0
2017|4b|4896|8|ESCUELA PARTICULAR UNICORNIO|8|DEL BIOBÍO|3|CONCEPCIÓN|5|FLORIDA|3|2|1|2|3|3|280|230|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|4796|1|ARTURO PRAT CHACON|8|DEL BIOBÍO|3|CONCEPCIÓN|2|TALCAHUANO|4|3|4|1|45|44|312|315|10|10|27|38|0|0|1|1|||||11.1|15.6|73.3|9.1|20.5|70.5|0
2017|4b|4255|2|ESCUELA BASICA EL NOGAL.|8|DEL BIOBÍO|2|BIOBÍO|1|LOS ÁNGELES|2|1|1|2|17|17|231|253|-2|23|-19|15|0|1|-1|1|||||58.8|29.4|11.8|29.4|58.8|11.8|0
2017|4b|5878|5|ESCUELA PARTICULAR VALLEPENCO|9|DE LA ARAUCANÍA|2|CAUTÍN|2|LAUTARO|3|2|1|2|12|12|226|209|-7|0|-24|-29|0|0|-1|-1||||1|75|16.7|8.3|66.7|33.3|0|0
2017|4b|5337|6|ESCUELA DE SIERRA NEVADA|9|DE LA ARAUCANÍA|1|MALLECO|4|LONQUIMAY|2|1|2|2|2|2|158|189|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|7993|6|ESCUELA PARTICULAR N. 240 LA HUACHA|10|DE LOS LAGOS|3|LLANQUIHUE|9|FRUTILLAR|3|2|1|2|3|2|207|215|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|20436|6|COLEGIO  ALONSO  DE  CORDOVA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|31|RENCA|3|2|4|1|26|27|262|275|-28|-5|-23|-2|-1|0|-1|0|||||34.6|34.6|30.8|25.9|44.4|29.6|0
2017|4b|7452|7|ESCUELA RURAL EL ENCANTO|10|DE LOS LAGOS|2|OSORNO|3|PUYEHUE|2|1|2|2|7|7|238|235|-38|-7|-18|-13|-1|0|-1|0|||||||||||0
2017|4b|2692|1|ESCUELA MUNICIPAL MANQUEHUA|6|DEL LIBERTADOR BERNARDO OHIGGINS|3|CARDENAL CARO|3|LITUECHE|2|1||2|||||||||||||||||||||||1
2017|4b|7767|4|ESCUELA RURAL CANUTILLAR|10|DE LOS LAGOS|3|LLANQUIHUE|3|COCHAMÓ|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|9759|4|LICEO LAURA VICUNA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|20|LA CISTERNA|3|2|4|1|42|42|284|261|31|20|-1|-16|1|1|0|-1|||||23.8|33.3|42.9|35.7|45.2|19|0
2017|4b|11348|4|COLEGIO DE MARIA|7|DEL MAULE|2|TALCA|1|TALCA|3|2|3|1|62|60|276|273|1|-5|6|11|0|0|1|1|||||24.2|24.2|51.6|20|53.3|26.7|0
2017|4b|14265|4|ESCUELA  SAINT BENEDICT COLLEGE|5|DE VALPARAÍSO|5|VALPARAÍSO|2|VIÑA DEL MAR|3|2|3|1|27|28|294|300|-8|-8|24|38|0|0|1|1|||||3.7|44.4|51.9|3.6|39.3|57.1|0
2017|4b|26075|4|ESCUELA BAS. SAN JOSE DE PENALOLEN|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|13|PEÑALOLÉN|3|2|1|1|29|29|226|224|-4|-5|-24|-14|0|0|-1|-1|||||55.2|27.6|17.2|62.1|27.6|10.3|0
2017|4b|14502|5|COLEGIO CURIMON|5|DE VALPARAÍSO|3|SAN FELIPE DE ACONCAGUA|1|SAN FELIPE|4|3|5|1|25|25|291|296|-4|5|-12|-1|0|0|-1|0|||||12|36|52|8|40|52|0
2017|4b|6699|0|ESCUELA PARTICULAR AMBROSIO OHIGGINS|9|DE LA ARAUCANÍA|2|CAUTÍN|4|VILCÚN|3|2|2|2|6|6|209|209|0|0|-47|-39|0|0|-1|-1|||1|1|||||||0
2017|4b|13412|0|COLEGIO BASICO RENACER DE CERRILLOS|4|DE COQUIMBO|2|LIMARÍ|3|MONTE PATRIA|2|1|1|2|6|6|274|252|0|0|24|14|0|0|1|0|||1|1|||||||0
2017|4b|9570|2|INSTITUTO MIGUEL LEON PRADO|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|19|SAN MIGUEL|3|2|5|1|89|88|317|304|10|-13|14|7|0|-1|1|1|||||4.5|16.9|78.7|5.7|37.5|56.8|0
2017|4b|22351|4|INSTITUTO INMACULADA CONCEPCION|14|DE LOS RÍOS|1|VALDIVIA|1|VALDIVIA|3|2|5|1|65|65|319|304|5|5|16|7|0|0|1|1|||||6.2|12.3|81.5|3.1|33.8|63.1|0
2017|4b|5752|5|ESCUELA PARTICULAR SAN PEDRO RAPA|9|DE LA ARAUCANÍA|2|CAUTÍN|20|PADRE LAS CASAS|3|2|3|2|2|2|287|232|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|7744|5|COLEGIO INMACULADA CONCEPCION PUERTO VARAS|10|DE LOS LAGOS|3|LLANQUIHUE|2|PUERTO VARAS|3|2|4|1|86|85|306|290|24|13|21|13|1|1|1|1|||||8.1|18.6|73.3|8.2|50.6|41.2|0
2017|4b|8408|5|ESC.  BASICA  HERNAN MERINO CORREA|11|DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO|4|CAPITÁN PRAT|1|COCHRANE|2|1|3|1|50|50|266|251|17|9|-4|-11|1|0|0|-1|||||30|34|36|42|46|12|0
2017|4b|4043|6|COLEGIO NUESTRA SEÑORA DEL CARMEN|8|DEL BIOBÍO|1|ÑUBLE|14|PORTEZUELO|3|2|2|1|20|20|249|255|-6|18|-7|7|0|1|0|0|||||35|35|30|50|25|25|0
2017|4b|6865|9|ESCUELA RURAL HUIFCO|14|DE LOS RÍOS|1|VALDIVIA|2|MARIQUINA|2|1|3|2|3|3|288|252|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|13363|9|ESCUELA BASICA MUNICIPAL LA GRANJITA|4|DE COQUIMBO|2|LIMARÍ|5|PUNITAQUI|2|1|2|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|3141|0|ESCUELA JOSE MANUEL SALCEDO RAMIREZ|7|DEL MAULE|2|TALCA|7|PENCAHUE|2|1|2|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|22374|3|INSTITUTO TECNOLOGICO DEL SUR|14|DE LOS RÍOS|1|VALDIVIA|1|VALDIVIA|3|2|1|1|6|8|199|172|-31|-40|-51|-66|0|-1|-1|-1|2||3||||||||0
2017|4b|820|6|ESCUELA SOL DEL CUYANO|4|DE COQUIMBO|2|LIMARÍ|3|MONTE PATRIA|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0
2017|4b|9547|8|ESCUELA BAS. PART. QUEEN & FLOWER COLLEGE|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|15|SAN JOAQUÍN|3|2|2|1|26|25|234|224|32|18|-22|-24|1|0|-1|-1|||||57.7|30.8|11.5|72|24|4|0
2017|4b|10472|8|ESCUELA CASAS VIEJAS|13|METROPOLITANA DE SANTIAGO|3|CORDILLERA|1|PUENTE ALTO|1|1|2|1|42|43|276|260|20|6|20|12|1|0|1|1|||||26.2|33.3|40.5|27.9|55.8|16.3|0
2017|4b|11797|8|ESC PARTICULAR MANUEL VICUNA LARRAIN|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|14|LA FLORIDA|3|2|3|1|19|19|236|232|-28|-15|-34|-30|-1|0|-1|-1|||||42.1|47.4|10.5|73.7|15.8|10.5|0
2017|4b|13128|8|ESCUELA RURAL MOISES LOPEZ TRUJILLO|3|DE ATACAMA|3|HUASCO|3|HUASCO|2|1|2|2|2|2|260|233|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|6722|9|ESCUELA BASICA QUINAHUE|9|DE LA ARAUCANÍA|2|CAUTÍN|19|GALVARINO|2|1||2|||||||||||||||||||||||1
2017|4b|14737|0|CTRO EDUCAT INTEGRAL RAYEN|5|DE VALPARAÍSO|4|QUILLOTA|5|HIJUELAS|3|2|3|1|6|6|288|251|0|0|18|-11|0|0|1|0|||2|2|||||||0
2017|4b|536|3|COLEGIO BERNARDA MORIN|4|DE COQUIMBO|1|ELQUI|1|LA SERENA|1|1|2|1|7|8|239|235|-7|-17|-17|-13|0|0|0|0|||||||||||0
2017|4b|1077|4|ESCUELA BASICA HECTOR JORQUERA VALENCIA|4|DE COQUIMBO|3|CHOAPA|4|CANELA|2|1|2|1|32|35|241|234|-22|-8|-15|-14|-1|0|-1|-1|||||53.1|28.1|18.8|62.9|31.4|5.7|0
2017|4b|3118|6|ESCUELA QUINIPEUMO|7|DEL MAULE|2|TALCA|5|MAULE|2|1|1|2|7|8|265|276|4|31|15|38|0|1|0|1|||||||||||0
2017|4b|14479|7|ESCUELA BASICA MUNICIPAL ARAUCARIA|5|DE VALPARAÍSO|1|PETORCA|3|CABILDO|2|1|2|1|46|46|247|232|7|-5|-9|-16|0|0|-1|-1|||||43.5|34.8|21.7|63|37|0|0
2017|4b|413|8|ESCUELA LAS BRISAS|3|DE ATACAMA|2|COPIAPÓ|1|COPIAPÓ|2|1|2|1|26|23|215|197|-12|-8|-41|-51|0|0|-1|-1|||||69.2|26.9|3.8|82.6|17.4|0|0
2017|4b|12015|4|COLEGIO CONCEPCION|8|DEL BIOBÍO|2|BIOBÍO|1|LOS ÁNGELES|4|3|5|1|42|42|296|301|6|10|-7|4|0|0|-1|0|||||9.5|26.2|64.3|4.8|31|64.3|0
2017|4b|6181|6|ESCUELA COIPUE|9|DE LA ARAUCANÍA|2|CAUTÍN|10|FREIRE|2|1|2|2|5|5|242|225|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|1361|7|COLEGIO PARTICULAR CALIFORNIA|5|DE VALPARAÍSO|3|SAN FELIPE DE ACONCAGUA|6|CATEMU|3|2|2|1|38|39|234|239|-14|-23|-22|-9|0|-1|-1|-1|||||47.4|42.1|10.5|56.4|35.9|7.7|0
2017|4b|3353|7|ESCUELA ROBERTO OPAZO GALVEZ|7|DEL MAULE|3|LINARES|4|LONGAVÍ|2|1|1|2|11|11|277|280|-13|-24|27|42|0|-1|1|1|||||9.1|54.5|36.4|9.1|63.6|27.3|0
2017|4b|4017|7|ESCUELA BASICA MANUEL BAQUEDANO GONZALEZ|8|DEL BIOBÍO|1|ÑUBLE|13|RÁNQUIL|2|1|2|2|2|2|252|234|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|14594|7|COLEGIO QUILLOTA TERRANOVA|5|DE VALPARAÍSO|4|QUILLOTA|1|QUILLOTA|3|2|4|1|26|27|286|287|-11|-9|1|10|0|0|0|1|||||19.2|30.8|50|11.1|40.7|48.1|0
2017|4b|1438|9|COLEGIO SAULO DE TARSO|5|DE VALPARAÍSO|4|QUILLOTA|3|LA CALERA|3|2|1|1|11|11|228|229|-77|-30|-22|-9|-1|-1|-1|0|||||54.5|18.2|27.3|63.6|36.4|0|0
2017|4b|11256|9|COLEGIO PARTICULAR SUBV.DON BOSCO|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|1|RANCAGUA|3|2|4|1|55|57|288|280|9|11|3|3|0|0|0|0|||||16.4|25.5|58.2|14|54.4|31.6|0
2017|4b|1338|2|ESCUELA NACIONES UNIDAS|5|DE VALPARAÍSO|3|SAN FELIPE DE ACONCAGUA|5|LLAILLAY|2|1|2|1|20|20|256|237|12|10|0|-11|0|0|0|-1|||||40|30|30|55|35|10|0
2017|4b|22609|2|COLEGIO CHILENO NORTEAMERICANO|10|DE LOS LAGOS|3|LLANQUIHUE|1|PUERTO MONTT|3|2|4|1|31|30|296|265|26|-4|11|-12|1|0|1|-1|||||9.7|25.8|64.5|30|56.7|13.3|0
2017|4b|1461|3|ESCUELA MONTE CARMELO|5|DE VALPARAÍSO|4|QUILLOTA|3|LA CALERA|2|1|2|2|8|8|255|231|-3|-5|-1|-17|0|0|0|-1|||||||||||0
2017|4b|3453|3|ESCUELA SANTA CECILIA|7|DEL MAULE|3|LINARES|6|RETIRO|2|1|1|2|4|4|198|179|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|25265|4|COLEGIO ANTIL MAWIDA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|20|LA CISTERNA|3|2|4|1|24|24|263|258|-30|-8|-22|-19|-1|0|-1|-1|||||25|50|25|41.7|37.5|20.8|0
2017|4b|3502|5|ADELAIDA RIQUELME MESA|7|DEL MAULE|3|LINARES|8|SAN JAVIER|2|1|1|2|3|3|288|253|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|25314|6|ESCUELA BÁSICA 1737 LOS ALERCES DE MAIPÚ|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|26|MAIPÚ|1|1|3|1|52|53|249|247|-7|11|-21|-15|0|0|-1|-1|||||48.1|17.3|34.6|47.2|41.5|11.3|0
2017|4b|797|8|ESCUELA LOS MAITENES DE SERON|4|DE COQUIMBO|2|LIMARÍ|2|RÍO HURTADO|2|1|2|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|4615|9|ESCUELA BASICA BOCA DEL BIO BIO SUR|8|DEL BIOBÍO|3|CONCEPCIÓN|11|SAN PEDRO DE LA PAZ|2|1|1|1|54|53|234|206|-1|-18|-16|-32|0|-1|-1|-1|||||55.6|25.9|18.5|86.8|13.2|0|0
2017|4b|2151|2|COLEGIO PARTICULAR SANTA MARIA|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|1|RANCAGUA|3|2|3|1|68|66|295|280|6|7|25|18|0|0|1|1|||||7.4|29.4|63.2|13.6|50|36.4|0
2017|4b|10143|5|ESCUELA PARTICULAR ESPANA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|30|CERRO NAVIA|3|2|2|1|28|29|269|254|39|30|13|6|1|1|1|0|||||21.4|42.9|35.7|41.4|44.8|13.8|0
2017|4b|5225|6|COLEGIO MARÍA SYLVESTER RASCH|9|DE LA ARAUCANÍA|1|MALLECO|1|ANGOL|2|1|1|1|18|18|220|236|-23|23|-30|-2|-1|1|-1|0|||||61.1|27.8|11.1|55.6|33.3|11.1|0
2017|4b|10784|0|COLEGIO HUILCO ALTO|13|METROPOLITANA DE SANTIAGO|5|MELIPILLA|1|MELIPILLA|1|1|1|1|16|16|255|239|46|13|5|1|1|0|0|0|||||43.8|31.3|25|62.5|31.3|6.3|0
2017|4b|12579|2|ESCUELA LATINOAMERICANA|1|DE TARAPACÁ|3|IQUIQUE|1|IQUIQUE|3|2|3|1|21|22|230|254|8|21|-40|-8|0|1|-1|0|||||47.6|38.1|14.3|36.4|45.5|18.2|0
2017|4b|9874|4|ESCUELA LOTHAR KOMMER BRUGER|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|25|CERRILLOS|2|1|2|1|19|20|230|223|0|-5|-26|-25|0|0|-1|-1|||||52.6|36.8|10.5|70|25|5|0
2017|4b|9333|5|ESCUELA BÁSICA N°993 ANTONIO BORQUEZ SOLAR|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|14|LA FLORIDA|3|2|2|1|30|31|231|238|-16|1|-25|-10|-1|0|-1|-1|||||60|26.7|13.3|64.5|25.8|9.7|0
2017|4b|22686|6|ESCUELA BASICA LAS CAMELIAS|10|DE LOS LAGOS|3|LLANQUIHUE|1|PUERTO MONTT|2|1|1|1|32|28|253|255|10|23|3|17|0|1|0|1|||||40.6|25|34.4|32.1|60.7|7.1|0
2017|4b|4927|1|ESCUELA COLICO ALTO|8|DEL BIOBÍO|3|CONCEPCIÓN|7|SANTA JUANA|2|1|1|2|5|5|303|267|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|5852|1|ESC. BASICA EL ESCUDO|9|DE LA ARAUCANÍA|2|CAUTÍN|2|LAUTARO|2|1|1|2|4|4|205|170|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|2271|3|ESCUELA MUNICIPAL SUECIA|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|7|REQUÍNOA|2|1|2|2|6|6|288|247|0|0|32|-1|0|0|1|0|||1|1|||||||0
2017|4b|12587|3|COLEGIO ARICA COLLEGE|15|DE ARICA Y PARINACOTA|1|ARICA|1|ARICA|3|2|4|1|57|62|338|311|27|19|53|34|1|1|1|1|||||0|5.3|94.7|4.8|24.2|71|0
2017|4b|6599|4|ESCUELA BASICA COIHUE CURACO|9|DE LA ARAUCANÍA|2|CAUTÍN|21|CHOLCHOL|2|1|2|2|4|4|273|185|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|25832|6|COLEGIO PART. PAN AMERICAN COLLEGE SANTIAGO|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|19|SAN MIGUEL|3|2|4|1|31|29|281|287|-2|5|-4|10|0|0|0|1|||||19.4|38.7|41.9|17.2|37.9|44.8|0
2017|4b|2520|8|ESCUELA MUNICIPAL LA DEHESA|6|DEL LIBERTADOR BERNARDO OHIGGINS|2|COLCHAGUA|3|PLACILLA|2|1|1|2|7|7|261|252|10|3|11|14|0|0|0|0|||||||||||0
2017|4b|9006|9|COMPLEJO EDUCACIONAL LA REINA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|11|LA REINA|1|1|2|1|29|29|245|238|15|8|-11|-10|0|0|-1|-1|||||48.3|31|20.7|58.6|41.4|0|0
2017|4b|7240|0|ESCUELA RURAL CRUCERO|14|DE LOS RÍOS|6|DEL RANCO|11|RÍO BUENO|2|1|2|2|24|24|244|251|-21|-5|-12|3|-1|0|-1|0|||||41.7|45.8|12.5|33.3|58.3|8.3|0
2017|4b|1369|2|ESCUELA SUPERIOR Nº 1|5|DE VALPARAÍSO|4|QUILLOTA|1|QUILLOTA|2|1|2|1|17|19|243|238|17|15|-13|-10|0|0|-1|-1|||||47.1|23.5|29.4|68.4|26.3|5.3|0
2017|4b|4584|5|ESCUELA REPUBLICA FEDERAL ALEMANA|8|DEL BIOBÍO|3|CONCEPCIÓN|10|CHIGUAYANTE|2|1|1|1|5|5|229|236|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|4074|6|ESCUELA BASICA TAUCO|8|DEL BIOBÍO|1|ÑUBLE|16|TREGUACO|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|5211|6|ESCUELA PARTICULAR RANQUILHUE|8|DEL BIOBÍO|4|ARAUCO|7|TIRÚA|3|2|1|2|12|12|258|216|-7|-41|8|-22|0|-1|0|-1|||||50|8.3|41.7|66.7|33.3|0|0
2017|4b|9539|7|ESC. PART. SANTA CATALINA DE SAN MIGUEL|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|19|SAN MIGUEL|3|2|3|1|20|20|275|286|13|33|5|24|0|1|0|1|||||20|45|35|20|35|45|0
