agno|grado|rbd|dvrbd|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|cod_depe1|cod_depe2|cod_grupo|cod_rural_rbd|nalu_lect4b_rbd|nalu_mate4b_rbd|prom_lect4b_rbd|prom_mate4b_rbd|dif_lect4b_rbd|dif_mate4b_rbd|difgru_lect4b_rbd|difgru_mate4b_rbd|sigdif_lect4b_rbd|sigdif_mate4b_rbd|siggru_lect4b_rbd|siggru_mate4b_rbd|marca_lect4b_rbd|marca_mate4b_rbd|marcadif_lect4b_rbd|marcadif_mate4b_rbd|palu_eda_ins_lect4b_rbd|palu_eda_ele_lect4b_rbd|palu_eda_ade_lect4b_rbd|palu_eda_ins_mate4b_rbd|palu_eda_ele_mate4b_rbd|palu_eda_ade_mate4b_rbd|noaplica
2017|4b|1621|7|LICEO MIXTO JOSE MIGUEL CARRERA|5|DE VALPARAÍSO|5|VALPARAÍSO|1|VALPARAÍSO|3|2|3|1|23|22|237|226|-2|-3|-33|-36|0|0|-1|-1|||||52.2|30.4|17.4|72.7|22.7|4.5|0
2017|4b|8611|8|COLEGIO NUESTRA SENORA DE ANDACOLLO|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|1|SANTIAGO|3|2|4|1|83|85|282|292|-1|12|-3|15|0|1|0|1|||||13.3|38.6|48.2|9.4|41.2|49.4|0
2017|4b|20113|8|ESCUELA BASICA PART VISTA HERMOSA|9|DE LA ARAUCANÍA|2|CAUTÍN|3|PERQUENCO|3|2|1|2|12|12|244|232|13|31|-6|-6|0|1|0|0|||||66.7|0|33.3|50|41.7|8.3|0
2017|4b|2119|9|ESCUELA MUNICIPAL MANUEL RODRIGUEZ|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|1|RANCAGUA|1|1|2|1|23|22|261|226|36|6|5|-22|1|0|0|-1|||||30.4|26.1|43.5|63.6|31.8|4.5|0
2017|4b|7478|0|ESCUELA RURAL LAS CASCADAS|10|DE LOS LAGOS|2|OSORNO|4|PUERTO OCTAY|2|1|1|2|16|15|243|241|14|26|-7|3|0|1|0|0|||||56.3|25|18.8|53.3|46.7|0|0
2017|4b|11806|0|ESCUELA BASICA PARTICULAR ARMI|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|18|SAN RAMÓN|3|2|2|1|8|8|260|231|0|0|4|-17|0|0|0|-1|||1|1|||||||0
2017|4b|9642|3|ESCUELA PARTICULAR TTE.DAGOBERTO GODOY|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|16|LA GRANJA|3|2|3|1|150|155|268|277|2|1|-2|15|0|0|0|1|||||24|38|38|22.6|41.9|35.5|0
2017|4b|2311|6|ESCUELA PELEQUEN|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|9|MALLOA|2|1|2|1|18|18|259|270|17|22|3|22|0|1|0|1|||||33.3|38.9|27.8|33.3|38.9|27.8|0
2017|4b|3393|6|ESCUELA ARRAU MENDEZ|7|DEL MAULE|3|LINARES|5|PARRAL|2|1|1|1|16|16|252|229|-7|-26|2|-9|0|-1|0|0|||||37.5|31.3|31.3|62.5|37.5|0|0
2017|4b|1229|7|COLEGIO PARTICULAR BREGA COLLEGE|5|DE VALPARAÍSO|2|LOS ANDES|1|LOS ANDES|4|3|4|1|28|28|292|277|13|11|7|0|0|0|1|0|||||10.7|32.1|57.1|10.7|60.7|28.6|0
2017|4b|6639|7|ESCUELA BASICA MANIO DUCANAN|9|DE LA ARAUCANÍA|2|CAUTÍN|18|NUEVA IMPERIAL|2|1|2|2|2|1|288|0|0|0|0|0|0|0|0|0||1|1|1|||||||0
2017|4b|10724|7|COLEGIO CARAMPANGUE|13|METROPOLITANA DE SANTIAGO|6|TALAGANTE|1|TALAGANTE|4|3|5|1|62|65|295|295|11|-3|-8|-2|0|0|-1|0|||||9.7|27.4|62.9|9.2|36.9|53.8|0
2017|4b|26115|7|COLEGIO TUPAHUE|13|METROPOLITANA DE SANTIAGO|3|CORDILLERA|1|PUENTE ALTO|3|2|4|1|65|64|270|259|-2|9|-15|-18|0|0|-1|-1|||||18.5|43.1|38.5|35.9|45.3|18.8|0
2017|4b|837|0|ESCUELA ESPERANZA DE HUANA|4|DE COQUIMBO|2|LIMARÍ|3|MONTE PATRIA|2|1|3|2|4|4|267|253|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|16526|3|COLEGIO LOS ALERCES|7|DEL MAULE|2|TALCA|1|TALCA|3|2|3|1|64|65|289|291|-19|-21|19|29|-1|-1|1|1|||||25|17.2|57.8|15.4|36.9|47.7|0
2017|4b|1919|4|COLEGIO H. F. CAMILO HENRIQUEZ|5|DE VALPARAÍSO|8|MARGA MARGA|3|QUILPUÉ|3|2|4|1|32|32|286|296|1|2|1|19|0|0|0|1|||||12.5|21.9|65.6|6.3|46.9|46.9|0
2017|4b|5165|9|ESCUELA HUALLEPEN ALTO|8|DEL BIOBÍO|4|ARAUCO|6|CONTULMO|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|1518|0|LICEO MARIA LUISA BOMBAL|5|DE VALPARAÍSO|5|VALPARAÍSO|1|VALPARAÍSO|1|1|3|1|10|10|238|239|27|30|-32|-23|0|1|-1|-1|||||60|0|40|50|40|10|0
2017|4b|3107|0|ESCUELA SANTA ELENA|7|DEL MAULE|2|TALCA|4|SAN CLEMENTE|2|1|1|2|5|5|282|264|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|4435|0|ESCUELA BASICA LOS HINOJOS|8|DEL BIOBÍO|2|BIOBÍO|8|MULCHÉN|2|1|2|2|2|2|278|222|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|6024|0|ESCUELA PARTICULAR EL RETIRO|9|DE LA ARAUCANÍA|2|CAUTÍN|6|MELIPEUCO|3|2|2|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0
2017|4b|6427|0|ESCUELA PARTICULAR QUILMER|9|DE LA ARAUCANÍA|2|CAUTÍN|15|TEODORO SCHMIDT|3|2|2|2|4|4|247|212|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|7352|0|ESCUELA SOCIEDAD DE SOCORRO DE SEÑORAS|10|DE LOS LAGOS|2|OSORNO|1|OSORNO|2|1|2|1|27|30|279|263|7|16|23|15|0|1|1|1|||||29.6|22.2|48.1|26.7|63.3|10|0
2017|4b|2182|2|COLEGIO PARTICULAR INSTITUTO EINSTEN|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|1|RANCAGUA|3|2|3|1|25|25|281|267|14|4|11|5|0|0|1|0|||||28|16|56|28|52|20|0
2017|4b|10269|5|LICEO MUNC.ALMIRANTE GALVARINO RIVEROS|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|3|CONCHALÍ|1|1|2|1|8|7|210|209|-1|-6|-46|-39|0|0|-1|-1|||||||||||0
2017|4b|14917|9|SCIENCE´S COLLEGE|5|DE VALPARAÍSO|5|VALPARAÍSO|2|VIÑA DEL MAR|3|2|3|1|32|32|247|238|-43|-22|-23|-24|-1|-1|-1|-1|||||46.9|34.4|18.8|50|43.8|6.3|0
2017|4b|22743|9|GARDEN COLLEGE|14|DE LOS RÍOS|6|DEL RANCO|9|LA UNIÓN|3|2|3|1|25|25|292|263|37|12|22|1|1|0|1|0|||||8|36|56|28|52|20|0
2017|4b|26324|9|EST. EDUC. PART. ARCANGEL GABRIEL N° 2|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|22|PEDRO AGUIRRE CERDA|3|2|3|1|27|30|269|254|-33|-31|-1|-8|-1|-1|0|0|||||25.9|22.2|51.9|33.3|50|16.7|0
2017|4b|2420|1|ESCUELA PLAZUELA|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|16|DOÑIHUE|2|1|3|2|15|15|252|233|5|4|-18|-29|0|0|-1|-1|||||40|33.3|26.7|66.7|20|13.3|0
2017|4b|4412|1|ESCUELA ALHUELEMU|8|DEL BIOBÍO|2|BIOBÍO|8|MULCHÉN|2|1|1|2|5|5|223|222|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|1541|5|ESCUELA REPUBLICA DE EL SALVADOR|5|DE VALPARAÍSO|5|VALPARAÍSO|1|VALPARAÍSO|1|1|1|1|12|10|235|231|0|-1|-15|-7|0|0|-1|0|||||66.7|16.7|16.7|60|30|10|0
2017|4b|3533|5|LICEO SAGRADOS CORAZONES|7|DEL MAULE|3|LINARES|8|SAN JAVIER|3|2|3|1|80|81|266|255|0|-10|-4|-7|0|0|0|-1|||||32.5|26.3|41.3|38.3|42|19.8|0
2017|4b|1092|8|ESCUELA BASICA MINCHA NORTE|4|DE COQUIMBO|3|CHOAPA|4|CANELA|2|1|1|2|5|4|220|185|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|3084|8|ESCUELA LOS ROBLES DE VILCHES CENTRO|7|DEL MAULE|2|TALCA|4|SAN CLEMENTE|2|1|2|2|2|2|273|248|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|8895|1|COLEGIO DALCAHUE|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|9|LAS CONDES|4|3|5|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0
2017|4b|10887|1|ESCUELA DE CHITITA|15|DE ARICA Y PARINACOTA|1|ARICA|2|CAMARONES|2|1||2|||||||||||||||||||||||1
2017|4b|17788|1|COLEGIO AMANECER|8|DEL BIOBÍO|3|CONCEPCIÓN|9|CORONEL|3|2|3|1|37|37|285|268|9|6|15|6|0|0|1|1|||||21.6|27|51.4|27|54.1|18.9|0
2017|4b|4481|4|ESCUELA JOSE ABELARDO NUNEZ|8|DEL BIOBÍO|2|BIOBÍO|11|LAJA|2|1|2|1|18|18|265|249|-3|-20|9|1|0|-1|1|0|||||27.8|38.9|33.3|50|33.3|16.7|0
2017|4b|7137|4|ESCUELA RURAL CHOROICO|14|DE LOS RÍOS|6|DEL RANCO|9|LA UNIÓN|2|1|2|2|7|7|285|278|26|35|29|30|1|1|1|1|||||||||||0
2017|4b|12046|4|COLEGIO LORENZO MONDANELLI|8|DEL BIOBÍO|1|ÑUBLE|5|COIHUECO|3|2|3|1|37|37|278|269|-5|-8|8|7|0|0|1|1|||||18.9|29.7|51.4|27|29.7|43.2|0
2017|4b|16460|7|ESCUELA PADRE ALBERTO HURTADO|7|DEL MAULE|1|CURICÓ|1|CURICÓ|2|1|2|1|66|65|256|252|12|8|0|4|0|0|0|0|||||43.9|25.8|30.3|41.5|47.7|10.8|0
2017|4b|144|9|COLEGIO IQUIQUE YOUNG SCHOOL|1|DE TARAPACÁ|3|IQUIQUE|1|IQUIQUE|3|2|3|1|27|28|249|226|-16|-15|-21|-36|0|0|-1|-1|||||51.9|22.2|25.9|64.3|32.1|3.6|0
2017|4b|8872|2|COLEGIO WENLOCK SCHOOL|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|9|LAS CONDES|4|3|5|1|48|48|321|294|8|-6|18|-3|0|0|1|0|||||4.2|10.4|85.4|8.3|43.8|47.9|0
2017|4b|10864|2|ESCUELA BASICA G-N°134 NIHUE|13|METROPOLITANA DE SANTIAGO|5|MELIPILLA|5|SAN PEDRO|2|1|2|2|15|15|267|223|3|-35|11|-25|0|-1|1|-1|||||26.7|40|33.3|60|33.3|6.7|0
2017|4b|11528|2|ESCUELA PARTICULAR SANTA ELENA|9|DE LA ARAUCANÍA|2|CAUTÍN|18|NUEVA IMPERIAL|3|2|2|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0
2017|4b|5122|5|LICEO CRISTO REDENTOR|8|DEL BIOBÍO|4|ARAUCO|4|LOS ÁLAMOS|3|2|1|1|54|56|258|245|14|11|8|7|1|0|1|1|||||33.3|29.6|37|58.9|26.8|14.3|0
2017|4b|7114|5|ESCUELA FRANCISCO DE ASIS|14|DE LOS RÍOS|1|VALDIVIA|8|PANGUIPULLI|3|2|2|2|25|25|263|230|9|-25|7|-18|0|-1|0|-1|||||32|32|36|60|36|4|0
2017|4b|9413|7|ESCUELA GENERAL BASICA SANTA FE|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|19|SAN MIGUEL|1|1|2|1|29|26|252|240|4|-22|-4|-8|0|-1|0|0|||||44.8|27.6|27.6|46.2|50|3.8|0
2017|4b|11405|7|ESCUELA FERNANDO BAQUEDANO|8|DEL BIOBÍO|1|ÑUBLE|9|YUNGAY|2|1|1|1|64|66|258|248|-1|1|8|10|0|0|1|1|||||32.8|39.1|28.1|47|37.9|15.2|0
2017|4b|25188|7|ESCUELA BÁSICA Y ESPECIAL N°90 AMANECER|13|METROPOLITANA DE SANTIAGO|6|TALAGANTE|5|PADRE HURTADO|3|2|2|1|64|54|269|262|-2|-1|13|14|0|0|1|1|||||21.9|45.3|32.8|37|40.7|22.2|0
2017|4b|167|8|ESCUELA CAMINA|1|DE TARAPACÁ|4|TAMARUGAL|3|CAMIÑA|2|1|2|2|6|6|284|242|24|-37|28|-6|0|-1|1|0|||||||||||0
2017|4b|1495|8|ESCUELA LA RAMAYANA|5|DE VALPARAÍSO|8|MARGA MARGA|2|OLMUÉ|2|1|4|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|1610|1|COLEGIO ALBERTO HURTADO SEGUNDO|5|DE VALPARAÍSO|5|VALPARAÍSO|1|VALPARAÍSO|3|2|2|1|50|49|269|272|6|-5|13|24|0|0|1|1|||||28|36|36|26.5|44.9|28.6|0
2017|4b|3602|1|ESCUELA EL TROZO|7|DEL MAULE|4|CAUQUENES|1|CAUQUENES|2|1|1|2|6|5|321|289|0|0|71|0|0|0|1|0|||1|1|||||||0
2017|4b|13420|1|COLEGIO NUESTRA SENORA DE ANDACOLLO|4|DE COQUIMBO|1|ELQUI|1|LA SERENA|3|2|2|1|83|83|268|284|11|21|12|36|1|1|1|1|||||30.1|27.7|42.2|24.1|38.6|37.3|0
2017|4b|3015|5|COLEGIO PARTICULAR MONTESSORI|7|DEL MAULE|2|TALCA|1|TALCA|4|3|5|1|58|58|330|322|9|0|27|25|0|0|1|1|||||0|12.1|87.9|0|19|81|0
2017|4b|946|6|ESCUELA TERESITA DE LOS ANDES|4|DE COQUIMBO|2|LIMARÍ|5|PUNITAQUI|2|1|2|2|20|20|243|219|-13|-18|-13|-29|0|0|-1|-1|||||55|25|20|70|30|0|0
2017|4b|25829|6|COLEGIO PART. SAN ADRIAN DE QUILICURA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|32|QUILICURA|3|2|4|1|73|73|302|283|28|9|17|6|1|0|1|1|||||11|20.5|68.5|15.1|43.8|41.1|0
2017|4b|22248|8|INSTITUTO ALEMAN PURRANQUE|10|DE LOS LAGOS|2|OSORNO|5|PURRANQUE|3|2|3|1|23|22|268|261|-14|-1|-2|-1|0|0|0|0|||||30.4|34.8|34.8|36.4|40.9|22.7|0
2017|4b|2992|0|COLEGIO INTEGRADO SAN PIO X SECTOR PTE.|7|DEL MAULE|2|TALCA|1|TALCA|3|2|4|1|97|99|280|286|8|2|-5|9|0|0|-1|1|||||17.5|32|50.5|17.2|39.4|43.4|0
2017|4b|3625|0|ESCUELA GABRIELA MISTRAL|7|DEL MAULE|4|CAUQUENES|3|CHANCO|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0
2017|4b|4953|0|ESCUELA ISIDORA GOYENECHEA|8|DEL BIOBÍO|3|CONCEPCIÓN|8|LOTA|2|1|2|1|27|27|243|227|1|-2|-13|-21|0|0|-1|-1|||||40.7|40.7|18.5|70.4|29.6|0|0
2017|4b|16978|1|COLEGIO KOPERNIKUS|10|DE LOS LAGOS|3|LLANQUIHUE|9|FRUTILLAR|4|3|5|1|12|12|310|293|15|6|7|-4|0|0|0|0|||||8.3|16.7|75|8.3|50|41.7|0
2017|4b|22271|2|COLEGIO LUIS PASTEUR|10|DE LOS LAGOS|2|OSORNO|1|OSORNO|3|2|3|1|17|18|257|239|-6|0|-13|-23|0|0|-1|-1|||||35.3|35.3|29.4|55.6|27.8|16.7|0
2017|4b|1000|6|ESCUELA PARTICULAR SAN ENRIQUE|4|DE COQUIMBO|3|CHOAPA|1|ILLAPEL|3|2|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|11789|7|ESCUELA BASICA PART.BROTHERS SCHOOL|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|14|LA FLORIDA|3|2|3|1|64|65|238|238|-31|-20|-32|-24|-1|-1|-1|-1|||||48.4|32.8|18.8|53.8|32.3|13.8|0
2017|4b|12330|7|COLEGIO CRISTIANO EBEN-EZER ANEXO|5|DE VALPARAÍSO|5|VALPARAÍSO|2|VIÑA DEL MAR|3|2|2|1|19|18|244|238|-14|-2|-12|-10|0|0|-1|-1|||||47.4|31.6|21.1|61.1|33.3|5.6|0
2017|4b|20279|7|COLEGIO INTERCULTURAL CERRO LONCOCHE|9|DE LA ARAUCANÍA|2|CAUTÍN|20|PADRE LAS CASAS|3|2|3|2|3|3|248|215|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|25142|9|COLEGIO ANDINO ANTILLANCA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|9|LAS CONDES|4|3|5|1|11|11|238|256|0|0|-65|-41|0|0|-1|-1|||1|1|63.6|27.3|9.1|45.5|27.3|27.3|0
2017|4b|1069|3|ESCUELA PARTICULAR MINA LAS VACAS|4|DE COQUIMBO|3|CHOAPA|3|LOS VILOS|3|2|1|2|2|2|230|206|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|2397|3|ESCUELA CAPITAN IGNACIO CARRERA PINTO|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|14|COLTAUCO|2|1|2|2|28|28|257|248|-15|-23|1|0|0|-1|0|0|||||42.9|25|32.1|42.9|39.3|17.9|0
2017|4b|10810|3|ESCUELA LIDIA MATTE HURTADO|13|METROPOLITANA DE SANTIAGO|5|MELIPILLA|1|MELIPILLA|1|1|2|2|18|17|255|215|-32|-22|-1|-33|-1|-1|0|-1|||||38.9|27.8|33.3|70.6|29.4|0|0
2017|4b|25783|4|COLEGIO POLIV. ARZOBISPO MANUEL VICUNA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|15|SAN JOAQUÍN|3|2|2|1|36|37|251|274|-15|5|-5|26|-1|0|0|1|||||38.9|44.4|16.7|16.2|59.5|24.3|0
2017|4b|14376|6|COLEGIO SAN CARLOS|5|DE VALPARAÍSO|1|PETORCA|1|LA LIGUA|3|2|3|1|23|23|312|278|23|-15|42|16|1|0|1|1|||||4.3|26.1|69.6|17.4|60.9|21.7|0
2017|4b|405|7|ESCUELA LOS ESTANDARTES|3|DE ATACAMA|2|COPIAPÓ|1|COPIAPÓ|2|1|2|1|46|47|253|249|7|0|-3|1|0|0|0|0|||||39.1|32.6|28.3|46.8|34|19.1|0
2017|4b|24209|8|COLEGIO SAGRADA FAMILIA|11|DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO|2|AYSÉN|1|AYSÉN|3|2|3|1|63|68|251|229|8|-11|-19|-33|0|0|-1|-1|||||41.3|30.2|28.6|60.3|38.2|1.5|0
2017|4b|24873|8|COLEGIO  EPULLAY|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|13|PEÑALOLÉN|4|3||1|||||||||||||||||||||||1
2017|4b|3061|9|ESCUELA PUNTA DE DIAMANTE|7|DEL MAULE|2|TALCA|4|SAN CLEMENTE|2|1|2|2|8|8|278|286|46|103|22|38|1|1|1|1|||||||||||0
2017|4b|5053|9|ESCUELA JORGE IVAN VALENZUELA ZUNIGA|8|DEL BIOBÍO|4|ARAUCO|2|ARAUCO|2|1|1|2|11|10|248|259|27|34|-2|21|1|1|0|1|||||72.7|0|27.3|30|60|10|0
2017|4b|14299|9|COLEGIO ADVENTISTA ANEXO|5|DE VALPARAÍSO|8|MARGA MARGA|3|QUILPUÉ|3|2|3|1|30|30|283|266|15|-2|13|4|1|0|1|0|||||20|23.3|56.7|30|46.7|23.3|0
2017|4b|1587|3|COLEGIO MARIA AUXILIADORA|5|DE VALPARAÍSO|5|VALPARAÍSO|1|VALPARAÍSO|3|2|3|1|39|40|253|248|-32|-5|-17|-14|-1|0|-1|-1|||||38.5|38.5|23.1|47.5|42.5|10|0
2017|4b|3579|3|ESCUELA RINCON DE PILEN|7|DEL MAULE|4|CAUQUENES|1|CAUQUENES|2|1|1|2|2|2|285|271|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|382|4|ESCUELA BASICA GASPAR CABRALES|3|DE ATACAMA|1|CHAÑARAL|1|CHAÑARAL|2|1|4|1|31|32|272|268|5|21|-13|-9|0|1|-1|-1|||||32.3|19.4|48.4|28.1|50|21.9|0
2017|4b|1046|4|ESCUELA PARTICULAR PLANTA PELADEROS|4|DE COQUIMBO|3|CHOAPA|2|SALAMANCA|3|2|3|2|2|2|334|290|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|3038|4|ESCUELA LA CHISPA|7|DEL MAULE|2|TALCA|3|RÍO CLARO|2|1|1|2|8|8|263|225|69|7|13|-13|1|0|0|0|||||||||||0
2017|4b|22317|4|COLEGIO SAN ANTONIO|14|DE LOS RÍOS|1|VALDIVIA|10|PAILLACO|3|2|1|2|9|9|275|276|29|27|25|38|1|1|1|1|||||||||||0
2017|4b|22194|5|ESCUELA PARTICULAR CUFEO ALTO|14|DE LOS RÍOS|1|VALDIVIA|10|PAILLACO|3|2|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|10415|9|ESCUELA PARTICULAR DESIREE|13|METROPOLITANA DE SANTIAGO|2|CHACABUCO|1|COLINA|3|2|3|1|153|154|313|298|26|14|43|36|1|1|1|1|||||7.2|15.7|77.1|5.8|40.9|53.2|0
2017|4b|11743|9|COLEGIO BASICO LOS LOBOS|8|DEL BIOBÍO|3|CONCEPCIÓN|2|TALCAHUANO|2|1|1|1|29|29|236|234|-5|-3|-14|-4|0|0|-1|0|||||51.7|27.6|20.7|62.1|31|6.9|0
2017|4b|13489|9|COLEGIO MARIA EDUCA|4|DE COQUIMBO|1|ELQUI|3|COQUIMBO|3|2|4|1|66|63|279|253|-2|-10|-6|-24|0|0|-1|-1|||||22.7|28.8|48.5|41.3|49.2|9.5|0
2017|4b|24670|0|COLEGIO INTERNACIONAL  ALBA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|26|MAIPÚ|4|3|5|1|57|56|304|306|-16|-20|1|9|-1|-1|0|1|||||5.3|24.6|70.2|3.6|32.1|64.3|0
2017|4b|7939|1|ESCUELA RURAL LINEA SIN NOMBRE|10|DE LOS LAGOS|3|LLANQUIHUE|7|FRESIA|2|1|1|2|3|3|329|301|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|528|2|ESCUELA GERMAN RIESCO|4|DE COQUIMBO|1|ELQUI|1|LA SERENA|1|1|3|1|40|40|275|243|11|-10|5|-19|0|0|0|-1|||||15|42.5|42.5|50|37.5|12.5|0
2017|4b|1856|2|ESCUELA MANTAGUA|5|DE VALPARAÍSO|5|VALPARAÍSO|3|QUINTERO|2|1|2|2|10|11|221|223|-25|-12|-35|-25|-1|0|-1|-1|||||70|20|10|63.6|36.4|0|0
2017|4b|5437|2|ESCUELA PARTICULAR BOLLILCO|9|DE LA ARAUCANÍA|1|MALLECO|7|VICTORIA|3|2|2|2|3|3|268|223|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|10346|2|ESCUELA BASICA INES DE SUAREZ|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|3|CONCHALÍ|3|2|3|1|27|25|261|244|10|21|-9|-18|0|1|-1|-1|||||29.6|40.7|29.6|60|36|4|0
2017|4b|18172|2|COLEGIO AMANECER TALCAHUANO|8|DEL BIOBÍO|3|CONCEPCIÓN|2|TALCAHUANO|3|2|4|1|68|68|293|271|13|-5|8|-6|1|0|1|-1|||||13.2|26.5|60.3|22.1|51.5|26.5|0
2017|4b|10595|3|ESCUELA BASICA PARTICULAR ROBERTO LORCA|13|METROPOLITANA DE SANTIAGO|4|MAIPO|1|SAN BERNARDO|3|2|3|1|54|55|267|261|32|21|-3|-1|1|1|0|0|||||31.5|29.6|38.9|38.2|41.8|20|0
2017|4b|4097|5|ESCUELA BASICA LOS CORRALES|8|DEL BIOBÍO|1|ÑUBLE|17|COBQUECURA|2|1|2|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|13512|7|COLEGIO JOAQUIN VICUÐA LARRAIN|4|DE COQUIMBO|1|ELQUI|5|VICUÑA|2|1|2|1|23|23|267|261|27|35|11|13|1|1|1|1|||||30.4|30.4|39.1|39.1|39.1|21.7|0
2017|4b|4512|8|ESCUELA ENRIQUE PUFFE KIND|8|DEL BIOBÍO|2|BIOBÍO|13|YUMBEL|2|1|2|2|9|9|256|238|0|0|0|-10|0|0|0|0|||1|1|||||||0
2017|4b|113|9|ESCUELA ALMIRANTE PATRICIO LYNCH|1|DE TARAPACÁ|3|IQUIQUE|1|IQUIQUE|1|1|2|1|61|61|238|241|-13|2|-18|-7|-1|0|-1|-1|||||54.1|36.1|9.8|57.4|29.5|13.1|0
2017|4b|20187|1|ESCUELA PARTICULAR NUEVO AMANECER|9|DE LA ARAUCANÍA|2|CAUTÍN|15|TEODORO SCHMIDT|3|2|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0
2017|4b|1203|3|ESCUELA GABRIELA MISTRAL|5|DE VALPARAÍSO|2|LOS ANDES|1|LOS ANDES|2|1|1|1|28|27|252|246|17|3|2|8|1|0|0|1|||||39.3|35.7|25|44.4|40.7|14.8|0
2017|4b|7406|3|COLEGIO SAN MATEO|10|DE LOS LAGOS|2|OSORNO|1|OSORNO|4|3|5|1|68|68|298|292|-2|-8|-5|-5|0|0|-1|-1|||||13.2|17.6|69.1|7.4|47.1|45.6|0
2017|4b|20390|4|COLEGIO CIELOS DEL VALLE|4|DE COQUIMBO|1|ELQUI|1|LA SERENA|3|2|3|1|14|14|272|251|15|16|2|-11|0|0|0|-1|||||35.7|14.3|50|50|42.9|7.1|0
2017|4b|12871|6|ESCUELA BASICA VALENTIN LETELIER|2|DE ANTOFAGASTA|2|EL LOA|1|CALAMA|1|1|3|1|85|84|302|291|13|-14|32|29|1|-1|1|1|||||7.1|23.5|69.4|7.1|52.4|40.5|0
2017|4b|2543|7|ESCUELA CARLOS DONOSO REBOLLEDO|6|DEL LIBERTADOR BERNARDO OHIGGINS|2|COLCHAGUA|5|CHÉPICA|2|1|1|2|5|5|241|237|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|11248|8|ESC. ADRIANA ARANGUIZ CERDA|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|11|SAN VICENTE|1|1|1|2|29|28|268|245|11|-10|18|7|0|0|1|0|||||31|27.6|41.4|46.4|35.7|17.9|0
2017|4b|5391|0|ESCUELA PARTICULAR SANTA ROSA|9|DE LA ARAUCANÍA|1|MALLECO|6|ERCILLA|3|2|1|2|7|7|254|203|0|0|4|-35|0|0|0|-1|||1|1|||||||0
2017|4b|67|1|ABRAHAM LINCOLN SCHOOL|15|DE ARICA Y PARINACOTA|1|ARICA|1|ARICA|3|2|4|1|46|48|283|273|18|7|-2|-4|1|0|0|0|||||17.4|34.8|47.8|10.4|70.8|18.8|0
